gene_name	chrom	region_type	transloc_id	mean_distance	std_distance	n_models
ACADSB	chr10	control	T1	4.122382433601367	1.0137330433220046	10
ACADSB	chr10	control	T3	4.122382433601367	1.0137330433220046	10
ACADVL	chr17	inside_transloc	T2	4.828448067943059	1.5765472585263784	10
ACAP1	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ACAP2	chr3	inside_transloc	T2	5.68672714255773	0.9561398217935069	10
ACAT1	chr11	control	T3	4.070327797428923	1.005810972656969	10
ACAT2	chr6	inside_transloc	T3	4.433027713804908	1.3310338223236835	10
ACBD4	chr17	inside_transloc	T1	3.3197940022835324	0.8715429118709388	10
ACBD7	chr10	control	T1	3.9923132162995705	1.2771478252130997	10
ACE	chr17	inside_transloc	T1	2.901130898649387	1.2586886859759594	10
ACER1	chr19	inside_transloc	T3	3.682833550733946	1.1674930035661868	10
ACHE	chr7	control	T1	3.8057112993713447	1.279416302450077	10
ACHE	chr7	control	T2	3.8057112993713447	1.279416302450077	10
ACIN1	chr14	control	T1	3.0187683179545717	0.8552038752466683	10
ACKR2	chr3	inside_transloc	T1	4.679829855021043	1.4254454343689786	10
ACKR3	chr2	control	T1	4.595069172103765	1.2335932281471516	10
ACKR3	chr2	control	T2	4.595069172103765	1.2335932281471516	10
ACKR4	chr3	inside_transloc	T2	5.076229019054119	0.9529176420344003	10
ACLY	chr17	inside_transloc	T1	3.86237378464853	1.0780707696899812	10
ACO1	chr9	control	T2	4.828258520838558	1.1692844957908906	10
ACO2	chr22	control	T3	3.4057012312338237	1.4351239987124282	10
ACOT12	chr5	control	T1	4.591043301970203	0.8862387637004	10
ACOT13	chr6	inside_transloc	T3	4.3248551447696055	1.1461975526076844	10
ACOT6	chr14	control	T1	2.9511581696215523	0.8747185002593508	10
ACOT7	chr1	control	T1	3.8074719348597483	0.7139379375171664	10
ACOX1	chr17	inside_transloc	T1	2.549659380462057	1.0694864665685775	10
ACOX2	chr3	inside_transloc	T1	5.666541771597062	1.823163906090888	10
ACP3	chr3	inside_transloc	T2	5.076229019054119	0.9529176420344003	10
ACP5	chr19	inside_transloc	T3	2.9627129856216823	0.8663594577430563	10
ACSBG2	chr19	inside_transloc	T3	3.682833550733946	1.1674930035661868	10
ACSF2	chr17	inside_transloc	T1	3.2232110918677734	1.0442978478437142	10
ACSM2B	chr16	control	T3	2.778800685181923	0.9503839327127365	10
ACTA2	chr10	control	T3	4.268605443222956	0.9545304031638039	10
ACTC1	chr15	control	T2	2.5996952013163144	0.9039429745662146	10
ACTG1	chr17	inside_transloc	T1	2.7475377149517506	1.4497253277856663	10
ACTL6A	chr3	inside_transloc	T2	5.592037219291681	1.289802009173186	10
ACTL6B	chr7	control	T1	3.8057112993713447	1.279416302450077	10
ACTL8	chr1	control	T1	4.1769607866273555	0.9225261038460786	10
ACTL8	chr1	control	T3	4.1769607866273555	0.9225261038460786	10
ACTL9	chr19	inside_transloc	T3	3.303752963741112	1.2241290549072683	10
ACTN1	chr14	control	T2	2.9610245599466825	1.0131233382605125	10
ACTR10	chr14	control	T2	2.617357779959526	0.7654107104985328	10
ACTR1A	chr10	control	T2	4.152084678708893	1.3929387278780256	10
ACTR1A	chr10	control	T3	4.152084678708893	1.3929387278780256	10
ACTR1B	chr2	control	T1	4.831033967834232	1.2764661738645502	10
ACTR3B	chr7	control	T3	4.326708706206842	0.8973200373911676	10
ACTR3C	chr7	control	T2	4.536604401921388	1.2524815519722736	10
ACTR8	chr3	inside_transloc	T1	5.018235987041608	1.4667041710003499	10
ACTRT1	chrX	control	T1	3.32085019917963	0.9117193033255528	10
ACTRT1	chrX	control	T3	3.32085019917963	0.9117193033255528	10
ACTRT3	chr3	inside_transloc	T2	5.434137526846389	1.190921005231856	10
ACVR1C	chr2	control	T2	4.861972855664344	0.8941541508314667	10
ACVR1C	chr2	control	T3	4.861972855664344	0.8941541508314667	10
ACVR2B	chr3	inside_transloc	T1	4.878356386294422	1.4920359051358605	10
ACY1	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ACY3	chr11	control	T3	3.8911770595556083	0.6717443056591217	10
ACYP2	chr2	control	T1	4.848109929913954	0.8938678176034388	10
ADAD1	chr4	control	T1	4.479388663175829	0.650217291151502	10
ADAM11	chr17	inside_transloc	T1	3.3197940022835324	0.8715429118709388	10
ADAM18	chr8	control	T1	4.052168805796596	0.852092553590093	10
ADAM21	chr14	control	T1	3.0016205095658575	1.168795207514481	10
ADAM9	chr8	control	T1	4.098563379950827	0.8989894754370678	10
ADAMDEC1	chr8	control	T1	4.2242977366383085	0.8628155176233336	10
ADAMTS10	chr19	inside_transloc	T3	3.303752963741112	1.2241290549072683	10
ADAMTS3	chr4	control	T3	4.263312563805402	0.7789779538529588	10
ADAMTS4	chr1	control	T2	3.955494219750549	0.4669191442957607	10
ADAMTS8	chr11	control	T2	3.902997190671651	1.2012131995840125	10
ADAMTS9	chr3	inside_transloc	T2	5.624436267763795	1.6192740546132842	10
ADAMTSL2	chr9	control	T1	4.420985057110185	0.6862130658027378	10
ADAMTSL2	chr9	control	T2	4.420985057110185	0.6862130658027378	10
ADAMTSL5	chr19	inside_transloc	T3	3.9742315690894836	0.910778757793463	10
ADAP2	chr17	inside_transloc	T1	3.573921397031735	1.3662170971429468	10
ADAR	chr1	control	T1	3.880198614197981	0.7782172538867567	10
ADAT2	chr6	inside_transloc	T3	4.243372218942959	0.7702906201165	10
ADAT3	chr19	inside_transloc	T3	3.9742315690894836	0.910778757793463	10
ADCY2	chr5	control	T2	4.048437731841868	0.7135466887354195	10
ADCY5	chr3	inside_transloc	T2	5.546180725653746	1.09625403035762	10
ADD1	chr4	control	T1	3.6300877195893286	0.7980516426511768	10
ADGB	chr6	inside_transloc	T3	4.339311500791011	0.92277402709973	10
ADGRB1	chr8	control	T1	4.124040078175346	0.8382004667824926	10
ADGRB1	chr8	control	T3	4.124040078175346	0.8382004667824926	10
ADGRB3	chr6	inside_transloc	T3	5.161027490548072	1.0106440075913559	10
ADGRD1	chr12	control	T2	4.470263239365143	0.9226874071011624	10
ADGRE1	chr19	inside_transloc	T3	3.599655786063864	1.268723584788389	10
ADGRE2	chr19	inside_transloc	T3	2.8360296356495143	0.7422524839830332	10
ADGRE3	chr19	inside_transloc	T3	2.846947222886615	0.8601786371742274	10
ADGRE5	chr19	inside_transloc	T3	2.846947222886615	0.8601786371742274	10
ADGRF1	chr6	inside_transloc	T3	4.396954687792625	0.9231891498892335	10
ADGRF4	chr6	inside_transloc	T3	4.39022507317916	0.9725587088916189	10
ADGRF5	chr6	inside_transloc	T3	4.396954687792625	0.9231891498892335	10
ADGRG3	chr16	control	T3	2.7898730186265537	1.5131424323503815	10
ADGRG5	chr16	control	T1	2.7898730186265537	1.5131424323503815	10
ADGRG6	chr6	inside_transloc	T3	4.178376984569473	0.857725424477964	10
ADGRG7	chr3	inside_transloc	T2	6.244068929853521	1.352137442857136	10
ADGRL1	chr19	inside_transloc	T3	2.846947222886615	0.8601786371742274	10
ADH1A	chr4	control	T2	4.394833769909921	0.7036489996281646	10
ADH5	chr4	control	T1	4.394833769909921	0.7036489996281646	10
ADH5	chr4	control	T3	4.394833769909921	0.7036489996281646	10
ADH6	chr4	control	T3	4.394833769909921	0.7036489996281646	10
ADI1	chr2	control	T1	4.491954128168517	1.4183570986580891	10
ADIPOQ	chr3	inside_transloc	T2	5.664932351158342	0.973831240789796	10
ADIPOR1	chr1	control	T3	3.5884144384914345	0.4583901836475664	10
ADK	chr10	control	T3	4.035136667889194	1.3366611102612638	10
ADM2	chr22	control	T2	3.718708751769447	1.1810624723844243	10
ADO	chr10	control	T1	4.464491604196964	1.204397057115274	10
ADORA2B	chr17	inside_transloc	T2	5.236239186365437	1.6468055755928148	10
ADPRH	chr3	inside_transloc	T2	5.589877444980678	0.6469259251836808	10
ADPRM	chr17	inside_transloc	T2	5.442732992368431	1.894014117502027	10
ADRA1A	chr8	control	T2	3.8926381249039763	1.0613036738474868	10
ADRA1B	chr5	control	T1	4.530773581555829	1.0822686042549023	10
ADTRP	chr6	inside_transloc	T3	3.8139833129484826	1.7770390178425575	10
AEBP2	chr12	control	T1	4.064431239793511	0.8088100373058239	10
AFAP1	chr4	control	T2	4.1007288000421225	0.8686985264758584	10
AFAP1L1	chr5	control	T2	4.811283662417024	0.8419586309693705	10
AFAP1L1	chr5	control	T3	4.811283662417024	0.8419586309693705	10
AFDN	chr6	inside_transloc	T3	4.660438948629748	0.6544003080899036	10
AFF1	chr4	control	T1	4.093180249439096	0.6639356580506193	10
AFF3	chr2	control	T3	5.130901895426745	1.3224424510397563	10
AFG1L	chr6	inside_transloc	T3	4.274306855003369	1.204565246469243	10
AFMID	chr17	inside_transloc	T1	2.513081292933807	1.2301659709492883	10
AGA	chr4	control	T3	4.252219353014001	1.0907781170294883	10
AGAP1	chr2	control	T1	4.743019682983889	1.3159905171830715	10
AGAP3	chr7	control	T3	4.319600790541964	1.0375435490666012	10
AGBL1	chr15	control	T2	2.7436535192499374	0.7247877885442922	10
AGER	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
AGL	chr1	control	T1	3.3307420300898407	0.83145686024579	10
AGO2	chr8	control	T3	4.224228627425498	0.7224209972832044	10
AGPAT1	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
AGPAT4	chr6	inside_transloc	T3	4.584576785558157	1.2546405193159422	10
AGR2	chr7	control	T2	3.9879118427521734	1.146531774346911	10
AGRP	chr16	control	T2	3.0549728385105963	1.6206604198999215	10
AGTR1	chr3	inside_transloc	T2	6.091964496351144	1.0957486438148165	10
AGXT2	chr5	control	T3	4.323995324373156	0.9135832114384608	10
AHI1	chr6	inside_transloc	T3	4.350701262909788	0.891299705281362	10
AHR	chr7	control	T2	3.983612513907709	0.9885965370440767	10
AHSG	chr3	inside_transloc	T2	5.671463273288801	1.0004524658953622	10
AIDA	chr1	control	T3	4.549433925055421	0.5618187114303342	10
AIF1	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
AIF1L	chr9	control	T2	4.854036322155216	0.6699194190499203	10
AIG1	chr6	inside_transloc	T3	4.188553023560104	0.7371520903816512	10
AIM2	chr1	control	T1	3.983316305944432	0.6822614791261877	10
AIM2	chr1	control	T3	3.983316305944432	0.6822614791261877	10
AIMP1	chr4	control	T3	4.73853539741319	1.2181974205642807	10
AIPL1	chr17	inside_transloc	T2	4.828448067943059	1.5765472585263784	10
AK5	chr1	control	T1	3.719993359354281	1.270311403366952	10
AK8	chr9	control	T2	4.500943364573724	0.5646901256347707	10
AK9	chr6	inside_transloc	T3	4.572616947681338	1.145231630380913	10
AKAP1	chr17	inside_transloc	T1	3.119416163003691	1.2163051653731953	10
AKAP10	chr17	inside_transloc	T2	4.8213112934191305	1.618668645283812	10
AKAP12	chr6	inside_transloc	T3	4.506130177810983	1.1754959922709987	10
AKAP17A	chrY	control	T1			0
AKAP3	chr12	control	T3	3.71621878193609	1.1051995525513372	10
AKAP7	chr6	inside_transloc	T3	4.514247949607304	0.7357669302635144	10
AKAP8	chr19	inside_transloc	T3	2.8360296356495143	0.7422524839830332	10
AKAP8L	chr19	inside_transloc	T3	2.8360296356495143	0.7422524839830332	10
AKIRIN2	chr6	inside_transloc	T3	4.675311439786433	1.1913660934606907	10
AKNA	chr9	control	T1	4.706534066076753	0.5792841753205472	10
AKNA	chr9	control	T2	4.706534066076753	0.5792841753205472	10
AKR1C3	chr10	control	T1	3.879281544038111	0.6028584575593811	10
AKR1C4	chr10	control	T3	3.879281544038111	0.6028584575593811	10
AKR1D1	chr7	control	T3	4.164473852513396	1.380748098514687	10
AKR1E2	chr10	control	T3	3.879281544038111	0.6028584575593811	10
AKT1	chr14	control	T2	2.875936174578986	0.719942080799418	10
AKT1	chr14	control	T3	2.875936174578986	0.719942080799418	10
ALAS1	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ALCAM	chr3	inside_transloc	T2	5.906802178273191	1.5962282203082092	10
ALDH18A1	chr10	control	T2	4.5942156375018355	1.3151033373474859	10
ALDH1A1	chr9	control	T1	4.908747340575621	0.6502282814566114	10
ALDH1L1	chr3	inside_transloc	T2	5.584509355520092	1.1833566013615016	10
ALDH3A1	chr17	inside_transloc	T2	4.8213112934191305	1.618668645283812	10
ALDH3A2	chr17	inside_transloc	T2	4.8213112934191305	1.618668645283812	10
ALDH3B1	chr11	control	T1	3.8970694294562485	0.5427385484996423	10
ALDH3B1	chr11	control	T3	3.8970694294562485	0.5427385484996423	10
ALDH5A1	chr6	inside_transloc	T3	4.3248551447696055	1.1461975526076844	10
ALDH8A1	chr6	inside_transloc	T3	4.350701262909788	0.891299705281362	10
ALDOC	chr17	inside_transloc	T1	3.802554753149502	1.454534070767461	10
ALG11	chr13	control	T2	2.397379144446466	1.0387455399132122	10
ALG13	chrX	control	T2	3.7225287063275045	0.4950078464618845	10
ALG13	chrX	control	T3	3.7225287063275045	0.4950078464618845	10
ALG1L2	chr3	inside_transloc	T2	4.90687832476478	0.9794826017586149	10
ALG3	chr3	inside_transloc	T2	5.463618960639468	1.2296262698509026	10
ALG8	chr11	control	T2	3.5860317824567693	1.130439147411761	10
ALK	chr2	control	T2	4.724021767236437	0.9244993005557695	10
ALKBH4	chr7	control	T1	3.8484465999048494	1.3495898992320692	10
ALKBH5	chr17	inside_transloc	T2	4.949785645749649	1.6628284082454798	10
ALKBH7	chr19	inside_transloc	T3	3.682833550733946	1.1674930035661868	10
ALOX12	chr17	inside_transloc	T2	4.828448067943059	1.5765472585263784	10
ALOX12B	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ALOX15	chr17	inside_transloc	T2	4.455012310900943	1.208562705282335	10
ALOX15B	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ALOXE3	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ALPI	chr2	control	T1	4.546730338801811	1.1475905321398747	10
ALPK2	chr18	control	T1	3.3016160344761225	1.1597414786029123	10
ALPL	chr1	control	T1	3.9711485396939197	0.9227677522298802	10
ALS2CL	chr3	inside_transloc	T1	4.748333497038035	1.759060632976603	10
ALX4	chr11	control	T3	3.724812392361367	0.8372116474831259	10
ALYREF	chr17	inside_transloc	T1	2.7475377149517506	1.4497253277856663	10
AMBRA1	chr11	control	T2	3.665936603682316	0.5666197130072446	10
AMBRA1	chr11	control	T3	3.665936603682316	0.5666197130072446	10
AMD1	chr6	inside_transloc	T3	4.615979036389483	1.0835256441617998	10
AMELX	chrX	control	T1	4.04022834746009	0.8285367698658825	10
AMELY	chrY	control	T2			0
AMH	chr19	inside_transloc	T3	3.9717182655736964	0.9302491484687937	10
AMIGO2	chr12	control	T2	4.16685394801649	0.5925960855701511	10
AMIGO3	chr3	inside_transloc	T1	4.931434052859497	1.6103684833204956	10
AMOTL2	chr3	inside_transloc	T2	5.287948390690867	1.0561935831715956	10
AMPH	chr7	control	T1	4.092472889342677	0.9262281115102758	10
AMT	chr3	inside_transloc	T1	4.786510881372498	1.6166022224478738	10
AMY1A	chr1	control	T2	3.6553851385481453	1.0221478066308944	10
AMY1B	chr1	control	T3	3.7679314817654026	1.028994102994682	10
AMY1C	chr1	control	T3	3.7679314817654026	1.028994102994682	10
AMZ2	chr17	inside_transloc	T1	3.365699620217966	0.9915207046075097	10
ANAPC10	chr4	control	T2	4.558834730183135	0.9169172149792989	10
ANAPC11	chr17	inside_transloc	T1	2.7475377149517506	1.4497253277856663	10
ANAPC13	chr3	inside_transloc	T2	5.287948390690867	1.0561935831715956	10
ANAPC4	chr4	control	T3	4.459597699186633	0.5300388272264127	10
ANGEL1	chr14	control	T1	2.7257224729619614	0.8964180752561357	10
ANGPTL2	chr9	control	T2	5.111972034433801	0.7149837693138698	10
ANGPTL4	chr19	inside_transloc	T3	3.303752963741112	1.2241290549072683	10
ANGPTL6	chr19	inside_transloc	T3	3.1301653412884827	1.0398092437382485	10
ANGPTL8	chr19	inside_transloc	T3	2.9627129856216823	0.8663594577430563	10
ANK1	chr8	control	T2	3.7567287612856326	0.8644941069935481	10
ANKDD1A	chr15	control	T3	4.090323702289081	1.0719596501779405	10
ANKFN1	chr17	inside_transloc	T1	3.1392369433256615	1.192333600601106	10
ANKFY1	chr17	inside_transloc	T2	4.448905173311913	1.183129741949148	10
ANKHD1-EIF4EBP3	chr5	control	T1	4.594708169999109	1.0655152826707186	10
ANKHD1-EIF4EBP3	chr5	control	T2	4.594708169999109	1.0655152826707186	10
ANKHD1-EIF4EBP3	chr5	control	T3	4.594708169999109	1.0655152826707186	10
ANKIB1	chr7	control	T3	4.009800529087175	1.0827944210418148	10
ANKLE1	chr19	inside_transloc	T3	2.863310776536904	0.9842088001969634	10
ANKMY2	chr7	control	T3	3.9879118427521734	1.146531774346911	10
ANKRD13A	chr12	control	T3	4.000698973340704	0.5805744027610524	10
ANKRD13B	chr17	inside_transloc	T1	3.773571558852055	1.5242360438045535	10
ANKRD13C	chr1	control	T1	4.026242456716055	0.6154076674627658	10
ANKRD13D	chr11	control	T1	3.921046665049262	0.7343481561780449	10
ANKRD16	chr10	control	T2	3.6965418918299937	0.6798542134058755	10
ANKRD18A	chr9	control	T3	5.227308693383645	0.6324105137586895	10
ANKRD24	chr19	inside_transloc	T3	4.046075741703222	0.826903846244013	10
ANKRD28	chr3	inside_transloc	T1	4.560074730681902	1.687158576996032	10
ANKRD30BL	chr2	control	T1	4.495144113960324	1.6353296269428457	10
ANKRD35	chr1	control	T1	4.376404361136419	0.9006184951060239	10
ANKRD36C	chr2	control	T2	4.927605115071521	1.319563551155877	10
ANKRD39	chr2	control	T2	4.927605115071521	1.319563551155877	10
ANKRD40	chr17	inside_transloc	T1	3.238070512905118	1.1946658203520388	10
ANKRD40CL	chr17	inside_transloc	T1	3.238070512905118	1.1946658203520388	10
ANKRD44	chr2	control	T2	5.144508082181346	1.2761228256960784	10
ANKRD50	chr4	control	T3	4.64769983859552	0.8905127853692998	10
ANKRD6	chr6	inside_transloc	T3	5.160305629216757	0.6654235932666804	10
ANKRD60	chr20	control	T1	2.7268550581067226	1.0457709404487223	10
ANKRD63	chr15	control	T1	2.731375413891608	0.9254736715565777	10
ANKRD63	chr15	control	T2	2.731375413891608	0.9254736715565777	10
ANKRD65	chr1	control	T1	3.6443627970540575	0.8636334155632664	10
ANKRD66	chr6	inside_transloc	T3	4.396954687792625	0.9231891498892335	10
ANKRD9	chr14	control	T1	2.891669836453547	0.6417280527732425	10
ANKS1A	chr6	inside_transloc	T3	4.162900884391544	1.1408478678217526	10
ANKUB1	chr3	inside_transloc	T2	5.867820054594366	1.1819684193271847	10
ANO1	chr11	control	T1	3.9341774338803903	0.6510225688236085	10
ANO10	chr3	inside_transloc	T1	4.692468729622543	1.4566762685995887	10
ANO5	chr11	control	T1	3.4717925425849336	0.9244643933115189	10
ANO5	chr11	control	T2	3.4717925425849336	0.9244643933115189	10
ANO8	chr19	inside_transloc	T3	2.7718899478008203	1.0330652943784109	10
ANP32A	chr15	control	T2	4.029798263267452	1.0638425780811676	10
ANXA13	chr8	control	T1	3.555730673356171	1.1929906607338499	10
ANXA2	chr15	control	T2	3.5454540093815092	1.2890047595877696	10
ANXA3	chr4	control	T1	4.238995841241541	0.853245371205062	10
ANXA3	chr4	control	T3	4.238995841241541	0.853245371205062	10
ANXA7	chr10	control	T1	4.0468410726139465	1.2840386985166112	10
AOAH	chr7	control	T2	4.1498341320010805	0.9607030574699152	10
AOC1	chr7	control	T2	4.319600790541964	1.0375435490666012	10
AOC2	chr17	inside_transloc	T1	3.7729867699378565	1.0523275499761422	10
AOC3	chr17	inside_transloc	T1	3.7729867699378565	1.0523275499761422	10
AP1AR	chr4	control	T1	4.166427082186781	1.0377229463828477	10
AP1AR	chr4	control	T3	4.166427082186781	1.0377229463828477	10
AP1M1	chr19	inside_transloc	T3	2.785828092509194	0.8880163741457593	10
AP1M2	chr19	inside_transloc	T3	3.067422883054928	1.0030085377754465	10
AP1S3	chr2	control	T3	4.991818988965494	1.010763846683902	10
AP2B1	chr17	inside_transloc	T1	3.8545520021964763	1.0392497166579617	10
AP2M1	chr3	inside_transloc	T2	5.463618960639468	1.2296262698509026	10
AP3D1	chr19	inside_transloc	T3	3.9717182655736964	0.9302491484687937	10
AP3S2	chr15	control	T1	2.8891417374705464	1.1220698568377272	10
AP4E1	chr15	control	T2	3.2720306477145717	1.0868019309293866	10
AP4S1	chr14	control	T3	3.0509468210706707	0.9330378978519461	10
APBA2	chr15	control	T3	2.87104662028931	0.8522091173738763	10
APBA3	chr19	inside_transloc	T3	4.046075741703222	0.826903846244013	10
APBB1	chr11	control	T1	3.5383901736860928	1.2259366892955492	10
APBB2	chr4	control	T3	4.27407435127215	0.4353529995983554	10
APC2	chr19	inside_transloc	T3	3.9742315690894836	0.910778757793463	10
APCS	chr1	control	T2	3.983316305944432	0.6822614791261877	10
APCS	chr1	control	T3	3.983316305944432	0.6822614791261877	10
APEH	chr3	inside_transloc	T1	4.931434052859497	1.6103684833204956	10
APEX2	chrX	control	T3	3.3495671339849222	0.7071853996695426	10
APLNR	chr11	control	T2	4.162593244980349	0.9114380034568498	10
APMAP	chr20	control	T1	3.218661589631515	1.2883902149132194	10
APOBEC2	chr6	inside_transloc	T3	4.483839295668357	0.867574928304685	10
APOBEC3A	chr22	control	T3	3.567665940718663	1.53328592494037	10
APOBEC3C	chr22	control	T3	3.567665940718663	1.53328592494037	10
APOBEC3D	chr22	control	T3	3.567665940718663	1.53328592494037	10
APOD	chr3	inside_transloc	T2	5.8113434719671755	0.9493629016655192	10
APOH	chr17	inside_transloc	T1	3.1028099090652614	1.1937156188247005	10
APOL2	chr22	control	T1	3.7644950704545557	1.26196443647963	10
APOM	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
APPBP2	chr17	inside_transloc	T1	3.2199691781487587	1.4533134767732776	10
APPL1	chr3	inside_transloc	T1	5.4623739856862485	1.6578474009517508	10
APRT	chr16	control	T3	3.5090155045862814	1.5417553190054902	10
AQP12A	chr2	control	T3	4.49120978588378	0.9038461382124535	10
AQP6	chr12	control	T1	4.020651572293356	0.6222147283069315	10
AQP7B	chr2	control	T3	4.934674817283031	1.3120223191144866	10
AQP8	chr16	control	T3	3.0077669789324135	1.3524511123313057	10
AR	chrX	control	T1	3.181771930490609	0.7029395818824691	10
AREG	chr4	control	T1	4.340370839118785	0.69570590113759	10
AREG	chr4	control	T2	4.340370839118785	0.69570590113759	10
ARF4	chr3	inside_transloc	T1	5.594057919779032	1.6193240222249774	10
ARF5	chr7	control	T2	3.9524290537424216	1.032728608204383	10
ARFGAP2	chr11	control	T3	3.8321875053356607	0.5785468813524188	10
ARFGAP3	chr22	control	T1	3.337861414798404	1.41831784276296	10
ARFGEF2	chr20	control	T3	2.95915489755442	1.1880582874703238	10
ARFGEF3	chr6	inside_transloc	T3	4.332193849816907	0.7769599832821146	10
ARFIP2	chr11	control	T2	3.5383901736860928	1.2259366892955492	10
