gene_name	chrom	region_type	transloc_id	mean_distance	std_distance	n_models
ABCC4	chr13	control	T3	2.7201142874284114	1.1278600409126571	10
ABCC6	chr16	control	T2	3.1223502316729697	0.8851146794516727	10
ABCD2	chr12	control	T3	4.275781364997674	0.5144216130937893	10
ABCD2	chr12	control	T4	4.275781364997674	0.5144216130937893	10
ABCF1	chr6	inside_transloc	T3	4.3678004976445735	0.9810089503012919	10
ABCG5	chr2	control	T2	4.69184569398206	1.1471149605026487	10
ABHD11	chr7	control	T4	4.553765933941445	0.9303693357928655	10
ABHD13	chr13	control	T3	2.7858582446022817	1.2891141683479543	10
ABHD14A	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ABHD14A-ACY1	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ABHD14B	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ABHD15	chr17	inside_transloc	T1	3.773571558852055	1.5242360438045535	10
ABHD16A	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
ABHD4	chr14	control	T1	3.0187683179545717	0.8552038752466683	10
ABHD5	chr3	inside_transloc	T1	4.686592266892023	1.469816120993781	10
ABHD6	chr3	inside_transloc	T1	5.666541771597062	1.823163906090888	10
ABHD6	chr3	inside_transloc	T2	5.666541771597062	1.823163906090888	10
ABI1	chr10	inside_transloc	T4	3.4582142178287905	0.8625608769678565	10
ABI3	chr17	inside_transloc	T1	3.222344474833565	0.9082279448178878	10
ABLIM1	chr10	inside_transloc	T4	4.269683063756335	0.9721905519787026	10
ABLIM3	chr5	control	T3	4.8370887891412755	0.8653430227871041	10
ABR	chr17	inside_transloc	T2	4.353795901871994	1.0347445839098175	10
ABRACL	chr6	inside_transloc	T3	4.354749008767454	0.7892239032008127	10
ABRAXAS1	chr4	control	T1	4.130796081121067	0.9224762745455959	10
ABRAXAS2	chr10	inside_transloc	T4	4.307605199717544	1.2675415793866391	10
ABT1	chr6	inside_transloc	T3	4.429384296147571	0.9313230588092203	10
ACAA1	chr3	inside_transloc	T1	4.900608655350263	1.5839976362703097	10
ACAA2	chr18	control	T3	3.7130002825191255	1.1524533553433332	10
ACACA	chr17	inside_transloc	T1	3.944244946713239	1.0231512483352465	10
ACAD10	chr12	control	T2	3.986717999449185	0.5354877817944097	10
ACAD8	chr11	control	T1	3.944078142052137	1.0370812205676352	10
ACADM	chr1	control	T1	3.9565178501142264	0.8913398305930625	10
ACADM	chr1	control	T3	3.9565178501142264	0.8913398305930625	10
ACADSB	chr10	inside_transloc	T4	4.122382433601367	1.0137330433220046	10
ACADVL	chr17	inside_transloc	T2	4.828448067943059	1.5765472585263784	10
ACAP1	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ACAT2	chr6	inside_transloc	T3	4.433027713804908	1.3310338223236835	10
ACBD4	chr17	inside_transloc	T1	3.3197940022835324	0.8715429118709388	10
ACBD5	chr10	inside_transloc	T4	3.4582142178287905	0.8625608769678565	10
ACBD7	chr10	inside_transloc	T4	3.9923132162995705	1.2771478252130997	10
ACCS	chr11	control	T2	3.724812392361367	0.8372116474831259	10
ACE	chr17	inside_transloc	T1	2.901130898649387	1.2586886859759594	10
ACE2	chrX	control	T1	4.49549750066627	0.5411488109326644	10
ACHE	chr7	control	T3	3.8057112993713447	1.279416302450077	10
ACIN1	chr14	control	T3	3.0187683179545717	0.8552038752466683	10
ACKR2	chr3	inside_transloc	T1	4.679829855021043	1.4254454343689786	10
ACLY	chr17	inside_transloc	T1	3.86237378464853	1.0780707696899812	10
ACMSD	chr2	control	T3	4.528767681617347	1.2872667207237076	10
ACO1	chr9	control	T3	4.828258520838558	1.1692844957908906	10
ACOT12	chr5	control	T4	4.591043301970203	0.8862387637004	10
ACOT13	chr6	inside_transloc	T3	4.3248551447696055	1.1461975526076844	10
ACOX1	chr17	inside_transloc	T1	2.549659380462057	1.0694864665685775	10
ACOX2	chr3	inside_transloc	T1	5.666541771597062	1.823163906090888	10
ACOX2	chr3	inside_transloc	T2	5.666541771597062	1.823163906090888	10
ACOXL	chr2	control	T3	5.136889052547792	1.3594649920143627	10
ACP4	chr19	inside_transloc	T3	3.5124696870337777	1.0009457511138236	10
ACP7	chr19	inside_transloc	T3	3.465446272509739	1.2901229900055426	10
ACR	chr22	control	T1	3.718708751769447	1.1810624723844243	10
ACSF2	chr17	inside_transloc	T1	3.2232110918677734	1.0442978478437142	10
ACSL5	chr10	inside_transloc	T4	4.370992252729695	0.8187783718935367	10
ACSL6	chr5	control	T1	4.488874208726791	1.4002079860457934	10
ACSM6	chr10	inside_transloc	T4	4.603198073932546	1.3372240237363608	10
ACSS1	chr20	control	T3	3.218661589631515	1.2883902149132194	10
ACSS2	chr20	control	T3	3.3466981530473694	1.148175554899668	10
ACTA2	chr10	inside_transloc	T4	4.268605443222956	0.9545304031638039	10
ACTBL2	chr5	control	T3	4.8966491537827945	1.0026965816882483	10
ACTG1	chr17	inside_transloc	T1	2.7475377149517506	1.4497253277856663	10
ACTL7A	chr9	control	T3	4.194507569395008	0.6095737355127072	10
ACTL8	chr1	control	T4	4.1769607866273555	0.9225261038460786	10
ACTN4	chr19	inside_transloc	T3	3.465446272509739	1.2901229900055426	10
ACTR10	chr14	control	T1	2.617357779959526	0.7654107104985328	10
ACTR1A	chr10	inside_transloc	T4	4.152084678708893	1.3929387278780256	10
ACTR2	chr2	control	T3	5.293471648948187	1.1605692649476875	10
ACTR8	chr3	inside_transloc	T1	5.018235987041608	1.4667041710003499	10
ACVR2B	chr3	inside_transloc	T1	4.878356386294422	1.4920359051358605	10
ACY1	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ADAM10	chr15	control	T3	3.392752874357994	1.133772246381309	10
ADAM11	chr17	inside_transloc	T1	3.3197940022835324	0.8715429118709388	10
ADAM12	chr10	inside_transloc	T4	4.3185952235324265	1.1057624025867165	10
ADAM19	chr5	control	T4	4.404428274784065	1.1561988394090115	10
ADAM22	chr7	control	T3	4.197237131926417	1.291760219273908	10
ADAM23	chr2	control	T3	4.741793781896045	1.1757005541806436	10
ADAM30	chr1	control	T3	4.2516594665614695	1.0407977950390535	10
ADAM8	chr10	inside_transloc	T4	4.367439722706918	1.1170939972119258	10
ADAMTS1	chr21	control	T4	4.047013878405953	0.8646695006181457	10
ADAMTS14	chr10	inside_transloc	T4	3.7650253772345663	1.1604136764012765	10
ADAMTS18	chr16	control	T3	3.1537548736145293	1.543217773768493	10
ADAMTS4	chr1	control	T4	3.955494219750549	0.4669191442957607	10
ADAMTS6	chr5	control	T4	4.611989676461587	0.8347181176235139	10
ADAMTS9	chr3	inside_transloc	T2	5.624436267763795	1.6192740546132842	10
ADAP2	chr17	inside_transloc	T1	3.573921397031735	1.3662170971429468	10
ADARB2	chr10	inside_transloc	T4	4.335599433333504	0.7723296423668355	10
ADAT2	chr6	inside_transloc	T3	4.243372218942959	0.7702906201165	10
ADCK1	chr14	control	T1	2.7217202580876996	0.8255134416389157	10
ADCY4	chr14	control	T1	3.0706257791022806	0.9327227943183815	10
ADCY9	chr16	control	T2	3.264004300314016	1.5363119921922732	10
ADD3	chr10	inside_transloc	T4	4.3098140023260765	0.7775427881335174	10
ADGB	chr6	inside_transloc	T3	4.339311500791011	0.92277402709973	10
ADGRA1	chr10	inside_transloc	T4	4.367439722706918	1.1170939972119258	10
ADGRB3	chr6	inside_transloc	T3	5.161027490548072	1.0106440075913559	10
ADGRD2	chr9	control	T4	4.948477354253186	0.5815788237769358	10
ADGRF1	chr6	inside_transloc	T3	4.396954687792625	0.9231891498892335	10
ADGRF4	chr6	inside_transloc	T3	4.39022507317916	0.9725587088916189	10
ADGRF5	chr6	inside_transloc	T3	4.396954687792625	0.9231891498892335	10
ADGRG1	chr16	control	T4	2.7898730186265537	1.5131424323503815	10
ADGRG2	chrX	control	T1	3.8869677538556076	0.9002928187080712	10
ADGRG2	chrX	control	T3	3.8869677538556076	0.9002928187080712	10
ADGRG3	chr16	control	T1	2.7898730186265537	1.5131424323503815	10
ADGRG3	chr16	control	T3	2.7898730186265537	1.5131424323503815	10
ADGRG6	chr6	inside_transloc	T3	4.178376984569473	0.857725424477964	10
ADGRL2	chr1	control	T1	3.8394653291869445	1.2959732559946793	10
ADGRV1	chr5	control	T3	4.4847306296604454	0.6290163909615124	10
ADH1A	chr4	control	T3	4.394833769909921	0.7036489996281646	10
ADH6	chr4	control	T1	4.394833769909921	0.7036489996281646	10
ADH7	chr4	control	T3	4.394833769909921	0.7036489996281646	10
ADIPOR2	chr12	control	T3	3.917967228369617	1.1700567264156712	10
ADIRF	chr10	inside_transloc	T4	4.550746950864307	1.055494069374694	10
ADK	chr10	inside_transloc	T4	4.035136667889194	1.3366611102612638	10
ADM2	chr22	control	T1	3.718708751769447	1.1810624723844243	10
ADM2	chr22	control	T3	3.718708751769447	1.1810624723844243	10
ADM5	chr19	inside_transloc	T3	3.5080848471177206	0.9429063071830042	10
ADNP	chr20	control	T4	2.8712100370766853	1.135747738290222	10
ADO	chr10	inside_transloc	T4	4.464491604196964	1.204397057115274	10
ADORA1	chr1	control	T3	3.6205135806196806	0.6009391273088096	10
ADORA2B	chr17	inside_transloc	T2	5.236239186365437	1.6468055755928148	10
ADPRM	chr17	inside_transloc	T2	5.442732992368431	1.894014117502027	10
ADPRS	chr1	control	T3	3.7908486863337116	0.8941006396382245	10
ADRA2A	chr10	inside_transloc	T4	4.310953728449165	0.860864636300008	10
ADRB1	chr10	inside_transloc	T4	4.245835290328133	0.8867193240796382	10
ADRB2	chr5	control	T3	4.8370887891412755	0.8653430227871041	10
ADTRP	chr6	inside_transloc	T3	3.8139833129484826	1.7770390178425575	10
AEBP1	chr7	control	T3	3.784216266311762	1.1747634234879265	10
AEN	chr15	control	T1	2.876578525717714	1.0299347062519726	10
AFAP1L2	chr10	inside_transloc	T4	4.269683063756335	0.9721905519787026	10
AFDN	chr6	inside_transloc	T3	4.660438948629748	0.6544003080899036	10
AFF1	chr4	control	T1	4.093180249439096	0.6639356580506193	10
AFF3	chr2	control	T2	5.130901895426745	1.3224424510397563	10
AFG1L	chr6	inside_transloc	T3	4.274306855003369	1.204565246469243	10
AFM	chr4	control	T3	4.277381280462178	0.849168596940113	10
AFMID	chr17	inside_transloc	T1	2.513081292933807	1.2301659709492883	10
AGAP2	chr12	control	T4	3.6814605095609023	0.8806260448416351	10
AGAP3	chr7	control	T1	4.319600790541964	1.0375435490666012	10
AGAP4	chr10	inside_transloc	T4	4.46299779029977	1.1274106290087875	10
AGAP5	chr10	inside_transloc	T4	4.0468410726139465	1.2840386985166112	10
AGAP6	chr10	inside_transloc	T4	4.5262973349154	0.9340430281627781	10
AGAP9	chr10	inside_transloc	T4	4.577983534411323	1.0228374117658672	10
AGBL2	chr11	control	T3	3.961449999511205	0.5684174026103567	10
AGER	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
AGL	chr1	control	T3	3.3307420300898407	0.83145686024579	10
AGMAT	chr1	control	T3	4.233271235467991	1.0036788700325452	10
AGPAT1	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
AGPAT2	chr9	control	T3	3.900802557995153	1.1106347966004098	10
AGPAT4	chr6	inside_transloc	T3	4.584576785558157	1.2546405193159422	10
AGRN	chr1	control	T3	3.6443627970540575	0.8636334155632664	10
AGXT	chr2	control	T4	4.49120978588378	0.9038461382124535	10
AGXT2	chr5	control	T3	4.323995324373156	0.9135832114384608	10
AHCYL1	chr1	control	T1	3.759976800904956	1.1095924258412944	10
AHDC1	chr1	control	T3	3.8882224181069724	0.8593089411808328	10
AHI1	chr6	inside_transloc	T3	4.350701262909788	0.891299705281362	10
AHNAK	chr11	control	T1	3.795325856126438	1.000542166127443	10
AHR	chr7	control	T3	3.983612513907709	0.9885965370440767	10
AHSA1	chr14	control	T1	2.7644329347456256	0.971004411614602	10
AHSA1	chr14	control	T3	2.7644329347456256	0.971004411614602	10
AHSP	chr16	control	T3	2.8562387698224745	1.4079359983214983	10
AIDA	chr1	control	T4	4.549433925055421	0.5618187114303342	10
AIF1	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
AIFM2	chr10	inside_transloc	T4	3.750448036064541	1.124029474189685	10
AIFM3	chr22	control	T1	3.6941965697072687	1.301721949898815	10
AIG1	chr6	inside_transloc	T3	4.188553023560104	0.7371520903816512	10
AIM2	chr1	control	T3	3.983316305944432	0.6822614791261877	10
AIP	chr11	control	T1	3.8911770595556083	0.6717443056591217	10
AIPL1	chr17	inside_transloc	T2	4.828448067943059	1.5765472585263784	10
AJUBA	chr14	control	T4	3.0187683179545717	0.8552038752466683	10
AK1	chr9	control	T3	5.110920892168749	0.7497319867924489	10
AK1	chr9	control	T4	5.110920892168749	0.7497319867924489	10
AK2	chr1	control	T3	3.7823644793050435	0.5642378289071304	10
AK3	chr9	control	T4	5.374136028630642	0.7382851646207375	10
AK5	chr1	control	T3	3.719993359354281	1.270311403366952	10
AK9	chr6	inside_transloc	T3	4.572616947681338	1.145231630380913	10
AKAP1	chr17	inside_transloc	T1	3.119416163003691	1.2163051653731953	10
AKAP10	chr17	inside_transloc	T1	4.8213112934191305	1.618668645283812	10
AKAP12	chr6	inside_transloc	T3	4.506130177810983	1.1754959922709987	10
AKAP13	chr15	control	T1	2.712632994810636	0.736330743457779	10
AKAP7	chr6	inside_transloc	T3	4.514247949607304	0.7357669302635144	10
AKAP9	chr7	control	T1	4.009800529087175	1.0827944210418148	10
AKIRIN2	chr6	inside_transloc	T3	4.675311439786433	1.1913660934606907	10
AKR1A1	chr1	control	T1	3.971521881299805	0.9700285653536509	10
AKR1B15	chr7	control	T1	4.273537887896061	1.3887445860208902	10
AKR1B15	chr7	control	T4	4.273537887896061	1.3887445860208902	10
AKR1C1	chr10	inside_transloc	T4	3.879281544038111	0.6028584575593811	10
AKR1C2	chr10	inside_transloc	T4	3.879281544038111	0.6028584575593811	10
AKR1C3	chr10	inside_transloc	T4	3.879281544038111	0.6028584575593811	10
AKR1C4	chr10	inside_transloc	T4	3.879281544038111	0.6028584575593811	10
AKR1C8	chr10	inside_transloc	T4	3.879281544038111	0.6028584575593811	10
AKR1E2	chr10	inside_transloc	T4	3.879281544038111	0.6028584575593811	10
AKR7A2	chr1	control	T3	3.842752464994689	0.963334916617467	10
AKR7L	chr1	control	T3	3.842752464994689	0.963334916617467	10
AKT1S1	chr19	inside_transloc	T3	3.5080848471177206	0.9429063071830042	10
AKT2	chr19	inside_transloc	T3	3.4592914550318974	1.3902155100672948	10
ALAS1	chr3	inside_transloc	T1	5.122629304637828	1.4495913679666548	10
ALDH16A1	chr19	inside_transloc	T3	3.5080848471177206	0.9429063071830042	10
ALDH18A1	chr10	inside_transloc	T4	4.5942156375018355	1.3151033373474859	10
ALDH1A1	chr9	control	T1	4.908747340575621	0.6502282814566114	10
ALDH1B1	chr9	control	T1	5.227308693383645	0.6324105137586895	10
ALDH2	chr12	control	T4	3.986717999449185	0.5354877817944097	10
ALDH3A1	chr17	inside_transloc	T1	4.8213112934191305	1.618668645283812	10
ALDH3A2	chr17	inside_transloc	T1	4.8213112934191305	1.618668645283812	10
ALDH3B1	chr11	control	T3	3.8970694294562485	0.5427385484996423	10
ALDH5A1	chr6	inside_transloc	T3	4.3248551447696055	1.1461975526076844	10
ALDH8A1	chr6	inside_transloc	T3	4.350701262909788	0.891299705281362	10
ALDOC	chr17	inside_transloc	T1	3.802554753149502	1.454534070767461	10
ALG10B	chr12	control	T3	4.2561806216129465	0.6125880544704082	10
ALG8	chr11	control	T1	3.5860317824567693	1.130439147411761	10
ALKBH5	chr17	inside_transloc	T1	4.949785645749649	1.6628284082454798	10
ALKBH5	chr17	inside_transloc	T2	4.949785645749649	1.6628284082454798	10
ALKBH6	chr19	inside_transloc	T3	3.665040109211666	1.090562890142153	10
ALLC	chr2	control	T1	4.491954128168517	1.4183570986580891	10
ALMS1	chr2	control	T3	5.402210973007449	1.307970784026543	10
ALOX12	chr17	inside_transloc	T2	4.828448067943059	1.5765472585263784	10
ALOX12B	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ALOX15	chr17	inside_transloc	T2	4.455012310900943	1.208562705282335	10
ALOX15B	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ALOX5	chr10	inside_transloc	T4	4.46299779029977	1.1274106290087875	10
ALOXE3	chr17	inside_transloc	T2	5.001158924066694	1.6523785852976052	10
ALPI	chr2	control	T4	4.546730338801811	1.1475905321398747	10
ALPK2	chr18	control	T4	3.3016160344761225	1.1597414786029123	10
ALS2CL	chr3	inside_transloc	T1	4.748333497038035	1.759060632976603	10
ALX3	chr1	control	T1	3.778921625088136	1.0106557271713235	10
ALYREF	chr17	inside_transloc	T1	2.7475377149517506	1.4497253277856663	10
AMACR	chr5	control	T1	3.9881900914492	1.0898804144290934	10
AMBN	chr4	control	T3	4.267112570313598	0.8644926339044798	10
AMD1	chr6	inside_transloc	T3	4.615979036389483	1.0835256441617998	10
AMDHD1	chr12	control	T3	4.156567828214436	0.808224217083718	10
AMDHD2	chr16	control	T3	3.4221012278612313	1.4867235935246848	10
AMELX	chrX	control	T1	4.04022834746009	0.8285367698658825	10
AMIGO3	chr3	inside_transloc	T1	4.931434052859497	1.6103684833204956	10
AMOTL1	chr11	control	T1	3.7445930281775497	0.912338603217205	10
AMT	chr3	inside_transloc	T1	4.786510881372498	1.6166022224478738	10
AMY2B	chr1	control	T3	3.6553851385481453	1.0221478066308944	10
AMZ2	chr17	inside_transloc	T1	3.365699620217966	0.9915207046075097	10
ANAPC11	chr17	inside_transloc	T1	2.7475377149517506	1.4497253277856663	10
ANAPC16	chr10	inside_transloc	T4	4.009954578156899	1.2643334789878298	10
ANAPC2	chr9	control	T1	3.957160102893314	0.9787144988104305	10
ANGEL2	chr1	control	T1	4.232794356723131	0.7736299732121835	10
ANGPTL7	chr1	control	T1	4.1175870785722175	0.9112021766158243	10
ANK3	chr10	inside_transloc	T4	4.644816741590979	1.2532260700304232	10
ANKEF1	chr20	control	T2	2.7745179618182183	1.2928092144187742	10
ANKFN1	chr17	inside_transloc	T1	3.1392369433256615	1.192333600601106	10
ANKFY1	chr17	inside_transloc	T2	4.448905173311913	1.183129741949148	10
ANKHD1-EIF4EBP3	chr5	control	T1	4.594708169999109	1.0655152826707186	10
ANKK1	chr11	control	T4	4.386724625875513	1.0386589149876968	10
ANKLE2	chr12	control	T2	4.491746373476665	0.9492760912113987	10
ANKRD1	chr10	inside_transloc	T4	4.226955958517324	0.9995620508114349	10
ANKRD12	chr18	control	T3	3.9387891954288947	1.0414547589911582	10
ANKRD13B	chr17	inside_transloc	T1	3.773571558852055	1.5242360438045535	10
ANKRD16	chr10	inside_transloc	T4	3.6965418918299937	0.6798542134058755	10
ANKRD2	chr10	inside_transloc	T4	4.342219623472688	1.1463365862085513	10
ANKRD22	chr10	inside_transloc	T4	4.333486898624654	0.8979898361833203	10
ANKRD23	chr2	control	T1	4.927605115071521	1.319563551155877	10
ANKRD26	chr10	inside_transloc	T4	3.4582142178287905	0.8625608769678565	10
ANKRD28	chr3	inside_transloc	T1	4.560074730681902	1.687158576996032	10
ANKRD30A	chr10	inside_transloc	T4	4.132220676763706	1.3230292157584844	10
ANKRD34A	chr1	control	T3	4.376404361136419	0.9006184951060239	10
ANKRD36C	chr2	control	T3	4.927605115071521	1.319563551155877	10
ANKRD37	chr4	control	T2	4.3390925073918005	0.3425453077491079	10
ANKRD39	chr2	control	T4	4.927605115071521	1.319563551155877	10
ANKRD40	chr17	inside_transloc	T1	3.238070512905118	1.1946658203520388	10
ANKRD40CL	chr17	inside_transloc	T1	3.238070512905118	1.1946658203520388	10
ANKRD52	chr12	control	T4	3.8150134436280227	0.631448345094174	10
ANKRD6	chr6	inside_transloc	T3	5.160305629216757	0.6654235932666804	10
ANKRD66	chr6	inside_transloc	T3	4.396954687792625	0.9231891498892335	10
ANKS1A	chr6	inside_transloc	T3	4.162900884391544	1.1408478678217526	10
ANO10	chr3	inside_transloc	T1	4.692468729622543	1.4566762685995887	10
ANO2	chr12	control	T1	3.4915440229956083	1.1695417489982585	10
ANO3	chr11	control	T1	3.6088218179222915	0.8516544673124524	10
ANO4	chr12	control	T3	4.413626637936388	0.459580357233922	10
ANO4	chr12	control	T4	4.413626637936388	0.459580357233922	10
ANO6	chr12	control	T3	4.211258225769683	0.6799341478154812	10
ANP32A	chr15	control	T3	4.029798263267452	1.0638425780811676	10
ANP32A	chr15	control	T4	4.029798263267452	1.0638425780811676	10
ANTKMT	chr16	control	T3	3.5248508837314283	1.4974270206653997	10
ANTXR1	chr2	control	T1	5.099385850526983	1.3778641290681823	10
ANTXRL	chr10	inside_transloc	T4	4.46299779029977	1.1274106290087875	10
ANXA11	chr10	inside_transloc	T4	4.5247083573407165	1.191123330250283	10
ANXA4	chr2	control	T3	5.115564783325294	1.3452233210886375	10
ANXA7	chr10	inside_transloc	T4	4.0468410726139465	1.2840386985166112	10
ANXA8	chr10	inside_transloc	T4	4.577983534411323	1.0228374117658672	10
ANXA8L1	chr10	inside_transloc	T4	4.577983534411323	1.0228374117658672	10
ANXA9	chr1	control	T2	4.0696758557234	0.8357803055330403	10
AOAH	chr7	control	T2	4.1498341320010805	0.9607030574699152	10
AOC2	chr17	inside_transloc	T1	3.7729867699378565	1.0523275499761422	10
AOC3	chr17	inside_transloc	T1	3.7729867699378565	1.0523275499761422	10
AOPEP	chr9	control	T1	4.229010264893987	0.6581039918377842	10
AOPEP	chr9	control	T3	4.229010264893987	0.6581039918377842	10
AOPEP	chr9	control	T4	4.229010264893987	0.6581039918377842	10
AP1B1	chr22	control	T4	4.011098371936439	1.1261794036310575	10
AP1S3	chr2	control	T1	4.991818988965494	1.010763846683902	10
AP2A1	chr19	inside_transloc	T3	3.5080848471177206	0.9429063071830042	10
AP2A2	chr11	control	T2	3.7838304730123	0.863689666415044	10
AP2B1	chr17	inside_transloc	T1	3.8545520021964763	1.0392497166579617	10
AP2S1	chr19	inside_transloc	T3	3.3826223730178184	1.127343447244927	10
AP3B1	chr5	control	T1	4.685817595128233	0.7120499871067566	10
AP3B2	chr15	control	T3	2.5855920847691634	0.43085280286573263	10
AP3M1	chr10	inside_transloc	T4	4.043297315190834	1.3082477081485293	10
AP4B1	chr1	control	T4	3.730660507239481	0.9790010866621253	10
AP4M1	chr7	control	T4	3.7446843492022794	1.2596392149563322	10
AP5Z1	chr7	control	T2	3.8758357247112194	0.8906277492836524	10
APBA2	chr15	control	T3	2.87104662028931	0.8522091173738763	10
APBB1	chr11	control	T3	3.5383901736860928	1.2259366892955492	10
APBB1IP	chr10	inside_transloc	T4	3.439108934578651	0.8352274488248339	10
APBB3	chr5	control	T4	4.594708169999109	1.0655152826707186	10
APCDD1L	chr20	control	T1	2.7268550581067226	1.0457709404487223	10
APCDD1L	chr20	control	T3	2.7268550581067226	1.0457709404487223	10
APCS	chr1	control	T3	3.983316305944432	0.6822614791261877	10
APEH	chr3	inside_transloc	T1	4.931434052859497	1.6103684833204956	10
API5	chr11	control	T3	3.6758141327867855	0.9376107870678875	10
APLF	chr2	control	T3	5.101266805526952	1.3988690259154024	10
APLNR	chr11	control	T3	4.162593244980349	0.9114380034568498	10
APLP1	chr19	inside_transloc	T3	3.665040109211666	1.090562890142153	10
APLP2	chr11	control	T2	3.7716781300736484	1.2125902118011893	10
APOA4	chr11	control	T2	4.0459009622372655	1.1354219544644428	10
APOBEC2	chr6	inside_transloc	T3	4.483839295668357	0.867574928304685	10
APOBEC3A	chr22	control	T3	3.567665940718663	1.53328592494037	10
APOBR	chr16	control	T1	2.934371917630696	1.557012521886378	10
APOC1	chr19	inside_transloc	T3	3.5724526495539486	1.1979116243660461	10
APOC2	chr19	inside_transloc	T3	3.4783192036590562	1.0684431631770626	10
APOC4	chr19	inside_transloc	T3	3.4783192036590562	1.0684431631770626	10
APOC4-APOC2	chr19	inside_transloc	T3	3.4783192036590562	1.0684431631770626	10
APOE	chr19	inside_transloc	T3	3.5724526495539486	1.1979116243660461	10
APOH	chr17	inside_transloc	T1	3.1028099090652614	1.1937156188247005	10
APOL1	chr22	control	T1	3.7644950704545557	1.26196443647963	10
APOL3	chr22	control	T4	3.7644950704545557	1.26196443647963	10
APOL4	chr22	control	T1	3.7644950704545557	1.26196443647963	10
APOM	chr6	inside_transloc	T3	4.302720244061129	0.9674909706187931	10
APPBP2	chr17	inside_transloc	T1	3.2199691781487587	1.4533134767732776	10
APPL1	chr3	inside_transloc	T1	5.4623739856862485	1.6578474009517508	10
APPL1	chr3	inside_transloc	T2	5.4623739856862485	1.6578474009517508	10
AQP10	chr1	control	T2	4.044342189400326	0.7758249893420102	10
AQP12A	chr2	control	T1	4.49120978588378	0.9038461382124535	10
AQP2	chr12	control	T1	4.020651572293356	0.6222147283069315	10
AQP2	chr12	control	T3	4.020651572293356	0.6222147283069315	10
AQP9	chr15	control	T3	3.3790928459901073	1.1121486102456888	10
ARAP3	chr5	control	T4	4.671337987716299	1.0799925271887456	10
ARF1	chr1	control	T2	4.486195545083342	0.7089154148007005	10
ARF4	chr3	inside_transloc	T1	5.594057919779032	1.6193240222249774	10
ARF4	chr3	inside_transloc	T2	5.594057919779032	1.6193240222249774	10
ARFGAP3	chr22	control	T3	3.337861414798404	1.41831784276296	10
ARFGEF2	chr20	control	T1	2.95915489755442	1.1880582874703238	10
ARFGEF3	chr6	inside_transloc	T3	4.332193849816907	0.7769599832821146	10
ARFIP2	chr11	control	T2	3.5383901736860928	1.2259366892955492	10
