chrom,start,end,gene_id,gene_name,transloc_id,condition,behavior,behavior_collapsed,change_direction,WT,T1,C1,log2_WT,log2_T1,log2_C1,log2FC_T1_vs_WT,log2FC_C1_vs_WT,log2FoldChange_T1,padj_T1,DE_T1,log2FoldChange_C1,padj_C1,DE_C1
chr3,9749944,9788219,ENSG00000114026.22,OGG1,T1,T1,retained,retained,retained,11.196717,7.858825666666667,13.073057666666665,3.6084209635601145,3.1471154665947414,3.8148639132471964,-0.46130549696537315,0.20644294968708188,-0.292520761337147,0.0023441970446205,ns,0.226116157904669,0.019266780109915,ns
chr3,9757347,9769992,ENSG00000134072.11,CAMK1,T1,T1,retained,retained,retained,3.390022,2.037661,0.0,2.1342281696493286,1.602960875466094,0.0,-0.5312672941832346,-2.1342281696493286,-0.459127590028521,0.0306553265761473,ns,-10.2906614304294,2.24029417705791e-14,down
chr3,9779967,9793011,ENSG00000171148.14,TADA3,T1,T1,retained,retained,retained,25.36945333333333,25.97885066666667,30.13798733333333,4.72079575780527,4.753756983839992,4.960603790811729,0.03296122603472185,0.23980803300645892,0.144664793808151,0.0511245468847817,ns,0.0892967069817827,0.233287458102784,ns
chr3,9792495,9807101,ENSG00000241553.13,ARPC4,T1,T1,retained,retained,retained,147.0135063333333,111.97288200000001,71.87709233333332,7.209585018541517,6.819832699589663,6.187393494203458,-0.3897523189518539,-1.0221915243380595,-0.264790329188092,1.0060729857933e-07,ns,-1.12847885414414,2.82078807666421e-113,down
chr3,9793082,9835401,ENSG00000250151.9,ARPC4-TTLL3,T1,T1,retained,retained,retained,3.8735386666666667,3.4010746666666667,5.4425376666666665,2.2849696907796373,2.1378558480596435,2.6876290669090084,-0.14711384271999384,0.4026593761293711,-0.0883460772593904,0.75976736199666,ns,0.867871681779181,1.44312489805674e-05,ns
chr3,9808086,9855138,ENSG00000214021.18,TTLL3,T1,T1,retained,retained,retained,1.9114966666666666,1.5280946666666668,6.940870666666666,1.5417609670515504,1.3380504874760206,2.9892971985039574,-0.2037104795755298,1.447536231452407,-0.237285820385156,0.203770433597834,ns,1.65296248805247,2.2422124944488e-26,up
chr3,9837849,9844602,ENSG00000156990.14,RPUSD3,T1,T1,retained,retained,retained,31.666005666666667,28.044213666666668,32.11781233333333,5.029718150606186,4.860178866231235,5.049535470620391,-0.16953928437495147,0.01981732001420511,-0.0376818090436821,0.695796412345345,ns,-0.0289081670019102,0.725568799248457,ns
chr3,9866711,9880255,ENSG00000187288.12,CIDEC,T1,T1,retained,retained,retained,0.04551633333333333,0.07718666666666667,0.48324433333333333,0.0642156002679403,0.10726827749499224,0.568756271058471,0.04305267722705193,0.5045406707905308,0.531055184052353,0.301470228574504,ns,3.32306424399024,6.40047519504421e-06,up
chr3,9890574,9894349,ENSG00000171135.15,JAGN1,T1,T1,retained,retained,retained,58.12678233333333,50.93771366666667,20.185003,5.8857398629749955,5.698710601888638,4.404971427888661,-0.18702926108635776,-1.4807684350863344,-0.080502729785639,0.42437310054915,ns,-1.64754437853749,2.78553715409689e-88,down
chr3,9902612,9916402,ENSG00000163701.19,IL17RE,T1,T1,retained,retained,retained,3.952542333333333,5.762050666666667,6.136205666666666,2.3081693070338005,2.7574608260915223,2.835157194574972,0.4492915190577218,0.5269878875411713,0.47099585214464,0.0001356280783345,ns,0.844672165961078,4.883280403854219e-12,ns
chr3,9917074,9933630,ENSG00000163702.21,IL17RC,T1,T1,retained,retained,retained,7.0587073333333334,4.3329786666666665,3.559248,3.0105484400740616,2.414941556868504,2.188795886640499,-0.5956068832055577,-0.8217525534335626,-0.512560936016715,0.0002319985024367,ns,-0.93524123656388,5.3991529017815496e-11,ns
chr3,9917116,9945385,ENSG00000288550.3,ENSG00000288550,T1,T1,retained,retained,retained,0.044114999999999994,0.074251,0.171141,0.06228062071298282,0.103331120090087,0.22791478015582894,0.041050499377104185,0.16563415944284612,0.131877111568691,0.730775326763288,ns,0.451037908421297,0.412342217516065,ns
chr3,9933793,9945413,ENSG00000163703.20,CRELD1,T1,T1,retained,retained,retained,6.4872853333333325,4.617390666666666,24.55280833333333,2.9044427352336357,2.4899001399761094,4.675409951448497,-0.41454259525752635,1.7709672162148613,-0.295936379968989,0.0008242636760948,ns,1.6991017618947,1.9195134748854e-103,up
chr3,9939450,9952408,ENSG00000163704.13,PRRT3,T1,T1,retained,retained,retained,0.4049666666666667,0.5993913333333333,0.32428199999999996,0.4905359023998199,0.6775229754565498,0.4052103703936694,0.1869870730567299,-0.0853255320061505,0.583262681714744,0.028212365911448,ns,-0.339591882829665,0.274080096613388,ns
chr3,9962682,10011202,ENSG00000125037.13,EMC3,T1,T1,retained,retained,retained,53.806875999999995,52.10183466666667,55.69961333333333,5.776284998087794,5.730689801844788,5.82526699153662,-0.04559519624300634,0.04898199344882581,0.0424493261222636,0.664170247730866,ns,-0.123733932416059,0.0935988776973784,ns
chr3,10026370,10101932,ENSG00000144554.13,FANCD2,T1,T1,retained,retained,retained,25.289699000000002,16.581387333333335,6.953561333333333,4.716425719015507,4.135977011782197,2.991600994670587,-0.5804487072333098,-1.72482472434492,-0.425242162639858,7.139723655243089e-11,ns,-1.89618870774583,4.57587219220176e-162,down
chr3,10081317,10108255,ENSG00000163705.13,FANCD2OS,T1,T1,retained,retained,retained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ns,,,ns
chr3,10115675,10127190,ENSG00000254999.4,BRK1,T1,T1,retained,retained,retained,180.98194666666666,169.22703933333332,192.50611666666668,7.507651526207844,7.411316406667904,7.596235359995551,-0.09633511953993956,0.08858383378770718,0.0152576247346854,0.915597738649259,ns,0.0028192982834706,0.960717392349432,ns
chr3,10141778,10153667,ENSG00000134086.9,VHL,T1,T1,retained,retained,retained,24.083993000000003,20.354004,38.988011,4.648695116981317,4.416434703812351,5.321495618300971,-0.23226041316896584,0.6728005013196539,-0.149725985197372,0.0818560550371249,ns,0.498424899695935,4.2441511513111195e-11,ns
chr3,10164919,10243745,ENSG00000134070.5,IRAK2,T1,T1,retained,retained,retained,3.7130363333333336,1.0667313333333333,13.469702333333332,2.2366568032963525,1.0473508564653262,3.8549633383436626,-1.1893059468310263,1.61830653504731,-1.6573525909239,3.47286777884212e-55,down,1.74840589999874,6.222102501932009e-83,up
chr3,10248023,10281218,ENSG00000157014.11,TATDN2,T1,T1,retained,retained,retained,19.202889666666668,15.049252333333333,15.378835666666667,4.336489754676872,4.004434184751026,4.033760897676401,-0.3320555699258465,-0.3027288570004716,-0.166725022150215,0.0687404248594855,ns,-0.336458161241424,5.78741335374165e-05,ns
chr3,10249042,10249366,ENSG00000289763.1,ENSG00000289763,T1,T1,retained,retained,retained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ns,,,ns
chr3,10249372,10285796,ENSG00000272410.5,ENSG00000272410,T1,T1,retained,retained,retained,2.281192,1.8472373333333334,2.3404263333333333,1.7142200160883947,1.509562754882837,1.740032243338236,-0.20465726120555772,0.025812227249841335,-0.227222341721297,0.415312436433035,ns,-0.259290276779623,0.31354398720677,ns
chr3,10285666,10292947,ENSG00000157017.16,GHRL,T1,T1,retained,retained,retained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ns,,,ns
chr3,10293131,10321112,ENSG00000157020.18,SEC13,T1,T1,retained,retained,retained,85.32691033333333,98.51218300000001,135.77810733333334,6.431738449803639,6.636801256500706,7.095693521100907,0.20506280669706722,0.6639550712972682,0.325293530035473,6.3375930413891205e-09,ns,0.548938650136059,1.4616126378234e-23,ns
chr3,10324023,10708007,ENSG00000157087.20,ATP2B2,T1,T1,retained,retained,retained,0.0,0.003552,0.0,0.0,0.005115373251075839,0.0,0.005115373251075839,0.0,,,ns,,,ns
chr3,10816201,10940714,ENSG00000132164.10,SLC6A11,T1,T1,other,retained,retained,1.396194666666667,6.731070333333332,0.6157316666666667,1.2607451173196953,2.9506681628817786,0.6921876217819418,1.6899230455620833,-0.5685574955377535,2.39533168277719,3.82381103947824e-105,up,-1.0641034486229,9.3386369574017e-12,down
chr3,10992186,11039247,ENSG00000157103.13,SLC6A1,T1,T1,other,retained,retained,0.0,0.014782333333333333,0.01074,0.0,0.021170308398753845,0.01541193002882413,0.021170308398753845,0.01541193002882413,,,ns,,,ns
chr3,11137093,11263557,ENSG00000196639.7,HRH1,T1,T1,retained,retained,retained,4.231588666666666,3.8341386666666666,7.016075666666666,2.387249113487241,2.2732588572249375,3.002896126722934,-0.11399025626230364,0.615647013235693,-0.0022805487966649,0.999645235459568,ns,0.647103530128597,1.0268116162383201e-09,ns
chr3,11272309,11557665,ENSG00000197548.13,ATG7,T1,T1,retained,retained,retained,25.611056,21.690279333333333,26.45286366666667,4.733953856496451,4.504002464599869,4.778884742559141,-0.22995139189658254,0.0449308860626898,-0.241512833355226,0.0020738014720512,ns,-0.112709970025415,0.173102801616546,ns
chr3,11556069,11771350,ENSG00000144560.16,VGLL4,T1,T1,other,retained,retained,18.484159000000002,9.078556,18.728886333333335,4.284229756303774,3.3332170471309133,4.302237615230449,-0.9510127091728608,0.018007858926674558,-0.844704047146791,1.5094381490862099e-33,ns,-0.0678851904723566,0.399362258122397,ns
chr3,11790442,11846919,ENSG00000144559.11,TAMM41,T1,T1,other,retained,retained,14.777506666666667,24.560805666666667,11.786835333333334,3.979797327878258,4.675861405076272,3.6765873447327833,0.6960640771980144,-0.30320998314547465,0.878807210695377,1.32328676953255e-26,ns,-0.392593787239011,3.47691641132378e-05,ns
chr3,12004388,12192032,ENSG00000157152.17,SYN2,T1,T1,other,retained,retained,0.009864,0.023939666666666665,0.04701933333333334,0.014161016010049229,0.03413071029382675,0.06628808204580519,0.01996969428377752,0.05212706603575596,0.310737543175759,0.490652854964981,ns,0.76280220997608,0.246345240707294,ns
chr3,12153068,12158912,ENSG00000157150.5,TIMP4,T1,T1,other,retained,retained,0.0,0.012842999999999999,0.0,0.0,0.018410560441570002,0.0,0.018410560441570002,0.0,,,ns,,,ns
chr3,12287368,12434356,ENSG00000132170.24,PPARG,T1,T1,other,retained,retained,5.398859333333334,36.55053766666666,53.807583666666666,2.6778147518609603,5.230761659976584,5.7763036260533696,2.5529469081156235,3.0984888741924093,2.87206751908381,0.0,up,3.14802045231546,0.0,up
chr3,12484421,12541549,ENSG00000154743.19,TSEN2,T1,T1,other,retained,retained,15.487187,14.820832333333334,5.319631333333333,4.043273365867799,3.9837535968209945,2.659840398736979,-0.05951976904680478,-1.3834329671308203,0.030582420477097,0.784400000108328,ns,-1.73683364302917,6.18202248587762e-94,down
chr3,12514934,12561059,ENSG00000225526.6,MKRN2OS,T1,T1,retained,retained,retained,1.762716,0.26295466666666667,0.5627243333333333,1.4660872644847365,0.3368028550011838,0.6440633074427972,-1.1292844094835526,-0.8220239570419393,-2.51829924679635,7.997639027344591e-15,down,-1.6762687488122,2.04753448056332e-07,down
chr3,12557057,12586208,ENSG00000075975.17,MKRN2,T1,T1,retained,retained,retained,18.342783,16.762690333333335,29.874337333333333,4.27372347664361,4.150778203411572,4.948336266850315,-0.12294527323203841,0.6746127902067043,-0.0007936655940422,0.999645235459568,ns,0.588529627896566,1.1626175959984101e-25,ns
chr3,12582101,12664201,ENSG00000132155.14,RAF1,T1,T1,retained,retained,retained,38.87490533333334,31.22477166666667,34.751466,5.31740918867916,5.010098231083762,5.159930496150877,-0.30731095759539784,-0.15747869252828295,-0.162905947311803,0.0016181877945111,ns,-0.313829823364841,2.9754966146307303e-10,ns
chr3,12733528,12769457,ENSG00000088726.16,TMEM40,T1,T1,retained,retained,retained,8.842625666666665,8.218301666666667,17.514318,3.2990432272491295,3.2045009802893163,4.210569501748261,-0.09454224695981317,0.9115262744991317,0.116878010376812,0.329248951030428,ns,0.982949245629253,4.32026999321062e-25,ns
chr3,12796472,12834804,ENSG00000144712.13,CAND2,T1,T1,retained,retained,retained,0.028512,0.0,0.0,0.04055862637572575,0.0,0.0,-0.04055862637572575,-0.04055862637572575,-1.06784695010198,0.0146821662767774,down,-1.84832362313875,0.0378347602430409,down
chr3,12825768,12871919,ENSG00000289809.2,ENSG00000289809,T1,T1,retained,retained,retained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ns,,,ns
chr3,12834485,12841582,ENSG00000144713.13,RPL32,T1,T1,retained,retained,retained,2545.9865096666667,2771.5700460000003,2386.3357563333334,11.314575602935937,11.437008193647918,11.221185766847473,0.12243259071198054,-0.0933898360884644,0.219776302090864,0.0225590493703731,ns,-0.190113147837215,0.0442436266139063,ns
chr3,12897043,13283281,ENSG00000144711.17,IQSEC1,T1,T1,retained,retained,retained,4.229234000000001,3.545450333333333,4.425469333333333,2.386599629964087,2.184423234239403,2.439747944116565,-0.20217639572468382,0.053148314152478005,-0.0813933939433474,0.438494921677831,ns,-0.02611923569946,0.794780187632876,ns
chr3,13316235,13420322,ENSG00000132182.13,NUP210,T1,T1,retained,retained,retained,5.113089666666667,10.454322,15.143002000000001,2.6119017286775326,3.517820160584842,4.012836986253229,0.9059184319073093,1.4009352575756968,1.17927312508581,1.72401425652278e-41,up,1.51422427502112,2.0193399493772103e-67,up
chr3,13479724,13506424,ENSG00000163517.15,HDAC11,T1,T1,retained,retained,retained,4.2901913333333335,3.711768333333333,6.3500733333333335,2.4033199020480587,2.236268606959647,2.87775864411343,-0.16705129508841177,0.4744387420653715,-0.128515746752346,0.373903185147779,ns,0.319170838446819,0.00873568252384,ns
chr3,13549125,13638422,ENSG00000163520.14,FBLN2,T1,T1,retained,retained,retained,0.004228,0.0012426666666666667,0.09111133333333332,0.006086856067413089,0.0017916760398507634,0.12579831692553664,-0.004295180027562326,0.11971146085812355,-0.195745558008493,0.566107920335771,ns,1.79598722662293,0.0441452443422733,up
chr3,13816258,13880071,ENSG00000154764.6,WNT7A,T1,T1,other,retained,retained,2.2784483333333334,1.76098,7.6023439999999995,1.7130131589061297,1.4651804373626633,3.1047298245133104,-0.24783272154346636,1.3917166656071807,-0.267958939539792,0.0115054821123308,ns,1.62905448034361,5.14569534965687e-71,up
chr3,14112077,14124870,ENSG00000163528.13,CHCHD4,T1,T1,retained,retained,retained,58.25165566666667,55.48764,34.33569966666666,5.88878356263187,5.819863322389844,5.1430545703435415,-0.0689202402420257,-0.7457289922883286,0.0586128335535007,0.475001563460765,ns,-0.850386495055967,3.5815251879493e-39,ns
chr3,14125015,14143680,ENSG00000170876.8,TMEM43,T1,T1,retained,retained,retained,51.16082566666666,46.044277666666666,73.71386233333332,5.704894801415279,5.555947343154781,6.223304038894275,-0.1489474582604986,0.5184092374789957,-0.0189139975142373,0.865195253935566,ns,0.431813344063417,4.44481307871429e-10,ns
chr3,14135217,14148252,ENSG00000268279.4,ENSG00000268279,T1,T1,retained,retained,retained,0.010912,0.0,0.0,0.01565741594591739,0.0,0.0,-0.01565741594591739,-0.01565741594591739,,,ns,,,ns
chr3,14145147,14178621,ENSG00000154767.15,XPC,T1,T1,retained,retained,retained,14.243923333333333,12.127864666666667,13.202413,3.9301623523840132,3.7145603663855047,3.828064160348713,-0.21560198599850855,-0.10209819203530035,0.0027331397290409,0.996949701372318,ns,-0.0753228558791939,0.389379788942707,ns
chr3,14178817,14201122,ENSG00000170860.4,LSM3,T1,T1,retained,retained,retained,35.465737999999995,41.10703733333333,33.692937666666666,5.188469686785834,5.395989465410463,5.116570102640258,0.20751977862462923,-0.07189958414557562,0.326450584174157,4.17538579921456e-06,ns,-0.174407276180587,0.0175386685307708,ns
chr3,14402576,14489349,ENSG00000131389.18,SLC6A6,T1,T1,retained,retained,retained,11.822485,9.366431333333333,25.174718333333335,3.68060397851,3.3738474235812483,4.710102107256833,-0.30675655492875187,1.0294981287468326,-0.177791310490754,0.096539216780953,ns,0.99821802918002,1.81560453716625e-27,ns
chr3,14489107,14556075,ENSG00000144596.13,GRIP2,T1,T1,retained,retained,retained,0.0028046666666666667,0.0011833333333333333,0.0026983333333333334,0.004040615047146304,0.0017061798409554476,0.0038876294142901825,-0.0023344352061908566,-0.0001529856328561217,,,ns,,,ns
chr3,14651762,14672659,ENSG00000154781.17,CCDC174,T1,T1,retained,retained,retained,9.024308666666666,6.954249666666667,18.963483666666665,3.3254308385437756,2.9917258459259983,4.319291590616979,-0.3337049926177773,0.9938607520732035,-0.38448497991439,7.56233507174992e-07,ns,0.810511249136621,4.20347403811282e-28,ns
chr3,14675141,14773036,ENSG00000131379.10,C3orf20,T1,T1,retained,retained,retained,0.0036056666666666667,0.0018006666666666666,0.10168566666666667,0.005192521783216817,0.0025954767767031885,0.13971265237586933,-0.0025970450065136287,0.1345201305926525,-0.115892336497114,0.760214936618941,ns,3.05206998019033,0.0077408735071071,up
chr3,14810853,14934571,ENSG00000154783.12,FGD5,T1,T1,retained,retained,retained,0.0,0.0,0.011758,0.0,0.0,0.016864256484180943,0.0,0.016864256484180943,,,ns,,,ns
chr3,14947583,15053600,ENSG00000177463.16,NR2C2,T1,T1,retained,retained,retained,10.940664333333332,7.971148666666667,14.234471333333333,3.5778111998102884,3.16529271977181,3.9292675313730787,-0.41251848003847824,0.3514563315627903,-0.278083185826128,2.57235710297274e-05,ns,0.123512930997525,0.0751350356181655,ns
chr3,15009611,15065339,ENSG00000131368.9,MRPS25,T1,T1,retained,retained,retained,47.601075,43.580727333333336,36.23719,5.602916319829875,5.478348249206724,5.21867230296071,-0.1245680706231509,-0.38424401686916543,-0.46330487384206,1.25031645060008e-07,ns,-0.910560841884242,4.4976945399536297e-26,ns
chr3,15070073,15099163,ENSG00000131381.12,RBSN,T1,T1,retained,retained,retained,9.065469666666667,8.016601333333334,12.380373666666665,3.3313425865666,3.172583734641496,3.7420465008158748,-0.15875885192510397,0.41070391424927477,-0.130124574860214,0.0791850115820036,ns,0.389886835467147,3.1195062446888e-09,ns
chr3,15206152,15252916,ENSG00000131375.10,CAPN7,T1,T1,retained,retained,retained,21.074130333333333,19.851514,28.504783333333332,4.464284695229858,4.38208023448021,4.882876958916429,-0.08220446074964816,0.41859226368657154,0.0011010008915481,0.999645235459568,ns,0.232164960101871,2.85474935490588e-05,ns
chr3,15254353,15341368,ENSG00000131370.16,SH3BP5,T1,T1,retained,retained,retained,5.724122666666666,4.932070333333334,6.460213666666667,2.749346043577271,2.5685357031448146,2.8992169510470025,-0.18081034043245658,0.1498709074697313,-0.0880894126219277,0.538914524972178,ns,0.0781176378989951,0.539670540504148,ns
chr3,15381275,15440566,ENSG00000206562.12,METTL6,T1,T1,retained,retained,retained,18.935901666666666,17.56714433333333,16.619458666666663,4.317296952322478,4.214680037627387,4.1390976950303315,-0.1026169146950906,-0.17819925729214603,-0.0507852728198662,0.68724705854493,ns,-0.484925461733812,1.1269661731115e-07,ns
chr3,15427598,15450635,ENSG00000144597.14,EAF1,T1,T1,retained,retained,retained,15.237136,14.811224666666666,38.08188533333334,4.021225278951214,3.982877211609577,5.288428160337036,-0.038348067341637204,1.2672028813858214,0.0927370085328661,0.0916776692255661,ns,1.22416016627302,2.7843730994670005e-153,up
chr3,15450133,15521751,ENSG00000206561.14,COLQ,T1,T1,retained,retained,retained,0.14658233333333334,0.12568366666666667,0.12385533333333332,0.1973399551165923,0.17080146627347892,0.16845633865942092,-0.026538488843113384,-0.028883616457171385,0.25867759013027,0.557075371331607,ns,-0.321482402360056,0.487892553830499,ns
chr3,15560699,15601852,ENSG00000131373.15,HACL1,T1,T1,retained,retained,retained,13.625354333333334,17.954117999999998,17.666743,3.87039967266035,4.2444394194185255,4.222398320916606,0.37403974675817553,0.35199864825625626,0.48670600763515,1.8517493813610602e-09,ns,0.279949833997799,0.0010499830649453,ns
chr3,15601341,15722311,ENSG00000169814.17,BTD,T1,T1,retained,retained,retained,12.838325,10.143347,13.115845666666667,3.7905974236686597,3.478110718504125,3.8192436567291543,-0.3124867051645346,0.02864623306049463,-0.580978559627297,3.51449468461416e-10,ns,-0.117447921690353,0.255381215290574,ns
chr3,15667236,15859771,ENSG00000206560.12,ANKRD28,T1,T1,retained,retained,retained,23.813507333333334,24.21024866666666,14.125381333333332,4.633053766223277,4.655938443484351,3.9188996102183196,0.022884677261074238,-0.7141541560049576,0.192739180334678,0.0142284826154804,ns,-0.901334703851983,2.6548014537553497e-34,ns
