gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name
ENSG00000003987.14	21.0289906557607	-1.08149772301855	0.41221826123964	0.00434159645288902	0.007606683138931	MTMR7
ENSG00000003989.18	1183.98770614017	-7.09292548318691	0.233009485158312	1.96199857840304e-202	1.00812103425591e-200	SLC7A2
ENSG00000004059.11	4504.30809173561	-0.390539418294008	0.0586156829143088	2.49255135007254e-11	7.34410141560683e-11	ARF5
ENSG00000004139.14	24.5640492859153	2.88490361177444	0.45011159150986	2.08144163842905e-11	6.15355650226011e-11	SARM1
ENSG00000004142.12	6230.28736503352	-0.353471240175942	0.0632901721163374	3.76285645687274e-08	9.54627267560732e-08	POLDIP2
ENSG00000004399.13	485.263542418385	0.687388641168604	0.117529524671838	3.95845907252847e-09	1.05752927886359e-08	PLXND1
ENSG00000004455.18	15438.1643952613	0.0248288030106808	0.0415151987623924	0.550204582011495	0.624035969939226	AK2
ENSG00000004478.8	14000.2507428348	-0.322216845768622	0.0710602262922341	5.41850457715209e-06	1.21360608926727e-05	FKBP4
ENSG00000004487.18	8308.82670907974	-0.368031123934864	0.0666705120987978	3.17494570114588e-08	8.09727027722899e-08	KDM1A
ENSG00000004534.15	2748.8264640958	-0.163316142825634	0.0672557180012164	0.0142112237816877	0.0232932378251955	RBM6
ENSG00000004660.15	546.249423011454	-0.0695744777392011	0.0874650934964409	0.424183465356686	0.501442519358983	CAMKK1
ENSG00000004700.16	5878.69574204359	-0.496601211340101	0.0614526646095239	5.48896982419895e-16	1.91843634468117e-15	RECQL
ENSG00000004766.17	1370.46826410535	-0.307913648039185	0.073901023831067	3.08795485589615e-05	6.56284322779875e-05	VPS50
ENSG00000004776.13	1.80890992141141	-0.408389545579121	0.952454861859421	0.395848158978655	0.473138652626926	HSPB6
ENSG00000004777.19	245.775113139045	-0.858925880630416	0.153668903803179	1.53028539895625e-08	3.96331528061299e-08	ARHGAP33
ENSG00000004779.10	4843.67261646102	-0.187091667043759	0.0863923425972214	0.0296287970241929	0.0462188068697331	NDUFAB1
ENSG00000004799.8	410.877107574917	1.94801832459035	0.105805622632953	2.3890710063981e-76	2.82594748053684e-75	PDK4
ENSG00000004838.14	11.540562916489	1.47173248628565	0.554827410619542	0.00242502100186325	0.00436269423109286	ZMYND10
ENSG00000004864.14	2554.66894518845	-1.76628565970116	0.0725585624714062	2.88599385468981e-131	7.17109479582717e-130	SLC25A13
ENSG00000004866.22	805.324599222126	-1.06870701152163	0.11127788177637	4.09255415757669e-22	1.72922785995766e-21	ST7
ENSG00000004897.12	8539.38437543577	-0.558280164434827	0.0539034746529785	9.26349716012657e-25	4.19257241936299e-24	CDC27
ENSG00000004961.15	2480.45546061647	-0.49012682335441	0.0597284300784163	1.99682620900369e-16	7.1036842156458e-16	HCCS
ENSG00000004975.12	1648.86676255846	0.684404693399503	0.0683385847751565	1.03674511686686e-23	4.56396944159007e-23	DVL2
ENSG00000005001.10	788.125238834811	10.3822352921953	0.580568174895046	1.98700130379675e-69	2.12561406549825e-68	PRSS22
ENSG00000005007.14	6084.75145292474	0.423738586783518	0.0792277217603906	8.18741834002929e-08	2.03418070145942e-07	UPF1
ENSG00000005020.13	2978.2619339315	0.499686422300906	0.0532816184850427	5.97898476315048e-21	2.45283097824983e-20	SKAP2
ENSG00000005022.6	28285.143294087	-0.47706381621721	0.0573011815066103	2.65860913076148e-17	9.75123901303683e-17	SLC25A5
ENSG00000005059.16	1549.33514012173	-2.35497632493436	0.0945934246815217	1.29919450738236e-137	3.45503588491345e-136	MCUB
ENSG00000005073.6	81.6548950258042	0.917898605206534	0.204366220732109	4.47526509493076e-06	1.0084327903354e-05	HOXA11
ENSG00000005075.16	2288.9037065264	-0.0958357256286173	0.075425892803807	0.214095572630737	0.277787669755266	POLR2J
ENSG00000005100.13	3758.22985866821	-0.564403257983348	0.0672094398647987	3.4581775251878e-17	1.26369541069252e-16	DHX33
ENSG00000005156.12	4247.80611287324	1.93061108979783	0.0626346767622734	2.86541723776891e-209	1.56810821414385e-207	LIG3
ENSG00000005175.10	2714.1140501241	-0.228767365696752	0.064775618327663	0.000389139833165852	0.000756268590709367	RPAP3
ENSG00000005187.12	164.937410868504	1.47326142377006	0.155250553609639	9.17677811731897e-22	3.85095727683723e-21	ACSM3
ENSG00000005189.20	377.467248456673	-0.39128190512345	0.114282131051696	0.000537944890044737	0.00103256139264757	REXO5
ENSG00000005194.15	3613.25962764905	-0.0322829235040711	0.0586863197765419	0.57994586680832	0.652166299320844	CIAPIN1
ENSG00000005206.17	810.068447128351	-1.11693048286239	0.100455816794479	5.25892122856829e-29	2.62437618154283e-28	SPPL2B
ENSG00000005238.20	2329.39357070128	1.08457120552086	0.074426963577081	2.29556603030125e-48	1.72573982503051e-47	ATOSB
ENSG00000005243.10	8.81547966111743	4.92770845726153	1.36337976134269	2.02362160404925e-05	4.35749220153244e-05	COPZ2
ENSG00000005249.14	24.5407098076181	-1.92223178757813	0.494839609303659	2.86078436133811e-05	6.09772629097605e-05	PRKAR2B
ENSG00000005302.19	1718.24550336024	-0.836705859841458	0.06631188851494	1.11361492768428e-36	6.58284971958296e-36	MSL3
ENSG00000005339.15	2294.41882185189	-0.186933919233724	0.077740114790162	0.0158394583775784	0.0257889410863276	CREBBP
ENSG00000005381.9	3.70764333953505	-4.00620086904379	2.41556466628471	0.00155253216602787	0.00285410053607406	MPO
ENSG00000005436.14	1631.05214104924	-0.292661603005414	0.0617167912757965	2.01098735755432e-06	4.62730839690134e-06	GCFC2
ENSG00000005448.17	474.0868445319	-1.45147102559438	0.105174310534273	1.0991818816147e-43	7.57848200162461e-43	WDR54
ENSG00000005469.12	892.793070090668	-2.34649938641109	0.0939296283095687	1.91343197724206e-138	5.16103962412642e-137	CROT
ENSG00000005471.19	9.43016833235384	2.6141858354142	0.691430234932645	2.36510421026161e-05	5.07404890603168e-05	ABCB4
ENSG00000005483.23	1900.91251883127	-0.323935077922223	0.0741844741764645	1.19830648226186e-05	2.62285452184359e-05	KMT2E
ENSG00000005486.17	974.818090824359	-0.783973699406177	0.0892566902097766	1.11670984912468e-18	4.29202866533605e-18	RHBDD2
ENSG00000005700.15	5888.99344570637	0.364342324622134	0.0404133116939785	1.91172524078778e-19	7.50124256108002e-19	IBTK
ENSG00000005801.18	1273.81517299575	-0.873680662706494	0.0948058692430104	2.0717686791273e-20	8.36033021884509e-20	ZNF195
ENSG00000005810.20	3391.69958544671	0.71471844810659	0.0864784064185246	1.07972145944781e-16	3.87202811708813e-16	MYCBP2
ENSG00000005812.11	2113.97953065935	-1.27730454369158	0.0668341530272663	8.57186143083053e-82	1.10360286256005e-80	FBXL3
ENSG00000005844.19	3.23470149753363	2.122483516257	1.37898780012074	0.0151834942090278	0.0247920294040716	ITGAL
ENSG00000005882.12	204.323671368463	0.784014549206717	0.14129013107141	2.0340097182802e-08	5.23271349250813e-08	PDK2
ENSG00000005884.18	32222.4617150947	0.0435247910115686	0.0871692384560471	0.6358177162637	0.701995923872868	ITGA3
ENSG00000005889.16	2157.2127383035	-0.469340580726065	0.0576283960971764	3.32316580284511e-16	1.17175001627721e-15	ZFX
ENSG00000005893.17	11023.4711600699	-0.102128255135697	0.0403862257988679	0.0112890087068851	0.0187580243446054	LAMP2
ENSG00000005961.19	10.2272925430447	0.182276300621411	0.546903180607247	0.694224175153976	0.752542849597725	ITGA2B
ENSG00000005981.13	8.25887897756605	7.31148402826532	2.55615211482858	1.46362785413673e-07	3.59784091300998e-07	ASB4
ENSG00000006007.12	4356.81017073692	-0.344606270655878	0.0557255109598535	6.56059921400768e-10	1.82126596686626e-09	GDE1
ENSG00000006015.18	545.974596389549	-0.5041171657204	0.0913314962169159	2.96406671353546e-08	7.56965243799662e-08	REX1BD
ENSG00000006016.12	24.8248795841995	-8.54023269921423	2.77999832210201	2.23910769558186e-10	6.34306784013466e-10	CRLF1
ENSG00000006025.12	345.104848779752	1.33646206037285	0.117754589658978	2.99979756142973e-30	1.53962491339278e-29	OSBPL7
ENSG00000006042.12	338.561181798076	-7.60872710766318	0.582856661569319	4.72406778364074e-38	2.87559108641825e-37	TMEM98
ENSG00000006047.13	18.3763498799992	-0.807004785495668	0.453747463852399	0.0477928173888389	0.071996728291186	YBX2
ENSG00000006062.18	1092.78991861594	1.87707436583291	0.0662350736257711	2.78931807085277e-177	1.15178550376613e-175	MAP3K14
ENSG00000006118.15	1604.12001510624	-1.48560307524102	0.0998489487173181	1.549769811398e-50	1.21159456752702e-49	TMEM132A
ENSG00000006125.18	27341.4580186965	0.933799414118447	0.0693460311324748	1.57363015983054e-41	1.03740826008451e-40	AP2B1
ENSG00000006194.11	1179.83871280327	-0.182209917062744	0.0817775066386171	0.0250032806992993	0.0394888392184831	ZNF263
ENSG00000006210.7	3.24754609711892	0.735021597127895	1.15313844344883	0.157361926977241	0.211545325179361	CX3CL1
ENSG00000006282.21	1038.83933460117	-1.83789055891001	0.0836571776379774	1.47257914358501e-107	2.70361721341627e-106	SPATA20
ENSG00000006283.18	1.97073452797264	2.19607082706685	1.96921963170943	0.0177771501073296	0.0287479960187669	CACNA1G
ENSG00000006327.14	10644.9965112391	-0.0769649093439767	0.0438442671615895	0.0785616556978116	0.11336258736597	TNFRSF12A
ENSG00000006377.11	2.75009070345574	1.22855250755579	1.22540038078162	0.0686892600239997	0.100366839374963	DLX6
ENSG00000006432.16	3877.07205753134	0.697254840044968	0.0670705111474083	2.00837848795242e-25	9.22391988673155e-25	MAP3K9
ENSG00000006451.8	3573.21671018372	-0.432067365604072	0.0457766948608517	3.56603275639985e-21	1.47277995873062e-20	RALA
ENSG00000006453.14	4212.67674554954	0.790362927235887	0.0631772173423038	4.75925513201475e-36	2.78647701219868e-35	BAIAP2L1
ENSG00000006459.11	708.973938455292	1.77883815779477	0.0831529387540344	4.19947388542032e-102	7.16560867105791e-101	KDM7A
ENSG00000006468.15	494.996054292803	-3.48287202489597	0.150275619248429	1.31148560447012e-119	2.8178949444769e-118	ETV1
ENSG00000006530.18	1451.00974266187	-1.36825545609529	0.0830703797424912	2.47667160919373e-61	2.31376754078152e-60	AGK
ENSG00000006534.17	2078.85755068595	1.81428658830335	0.0644200805904675	5.57327473740031e-175	2.24423125108331e-173	ALDH3B1
ENSG00000006555.11	262.629165680541	-1.97442312639077	0.143798307574423	1.61171276825405e-43	1.10618339920876e-42	TTC22
ENSG00000006576.17	2896.95814669795	-0.971512878054364	0.053183451878752	2.6148835194536e-74	3.00387554933286e-73	PHTF2
ENSG00000006606.9	2.03526445767146	2.34562224718176	2.17889507788849	0.0152463492480445	0.0248875036133357	CCL26
ENSG00000006607.14	2610.93442898616	-0.838166215052995	0.074258499151901	1.02562483807353e-29	5.20862381428619e-29	FARP2
ENSG00000006625.18	4837.57107311375	-0.321006996932909	0.0503018072501317	1.65538114728533e-10	4.71119814987433e-10	GGCT
ENSG00000006634.8	3396.07154638195	-1.73371848086216	0.0767125923084083	8.83929573557659e-114	1.75480109659685e-112	DBF4
ENSG00000006652.15	2248.38695562464	0.608534271788096	0.0739184788187365	1.54403547396827e-16	5.50928352699033e-16	IFRD1
ENSG00000006695.12	1621.34101689667	0.310543138630824	0.0797611085668555	9.4508355372635e-05	0.000193437207900857	COX10
ENSG00000006704.11	1317.25458051205	0.0106406417431391	0.0748526128839795	0.884418461349541	0.909734484157318	GTF2IRD1
ENSG00000006712.15	3866.7327237548	0.136039693797625	0.0670190123868912	0.0419052098946728	0.0637703847438967	PAF1
ENSG00000006715.16	1840.54646247872	0.0278997631837206	0.0725380666444595	0.700712249069578	0.758092410852667	VPS41
ENSG00000006740.18	0.9600045206758	-0.399870097787895	1.02068606624635	0.324005815334538	0.399202304131867	ARHGAP44
ENSG00000006744.19	5288.15768186457	-0.671609563186313	0.0772895346654093	2.85484917797288e-18	1.08060799468237e-17	ELAC2
ENSG00000006747.15	2.08247683681733	0.157815767911592	0.77949082957574	0.758337470957797	0.807852258685799	SCIN
ENSG00000006756.16	471.327062278566	0.0503037611560529	0.12111298967155	0.677946191073309	0.738882615676453	ARSD
ENSG00000006757.12	1400.71670427763	0.092304936210847	0.0837555197217131	0.269512093806872	0.339898331988443	PNPLA4
ENSG00000006831.10	9401.8405446835	0.590537896999081	0.0633756451110679	5.09853455762217e-21	2.09503923173796e-20	ADIPOR2
ENSG00000006837.12	133.695024057802	2.54292454382218	0.212247824818707	7.81507903515862e-34	4.35874901688329e-33	CDKL3
ENSG00000007038.11	516.241851469425	0.0360753706012574	0.0957834668210327	0.70621361720925	0.762446161838719	PRSS21
ENSG00000007047.16	1988.00689123558	2.15309446578508	0.077019608342629	1.12450504475326e-172	4.43379063739432e-171	MARK4
ENSG00000007080.11	3457.9486047297	0.242386524374401	0.0764498551166257	0.00173845877860962	0.00317789257252117	CCDC124
ENSG00000007168.14	7895.5998006385	-0.317140868018272	0.0608571820554973	1.77524154264071e-07	4.34877690377663e-07	PAFAH1B1
ENSG00000007174.18	5.22687887164987	-5.65550091063039	2.60668091044059	7.88265132718677e-05	0.000162408504301677	DNAH9
ENSG00000007202.15	10377.0954327153	1.22670528912059e-05	0.0803996204562678	0.990628030188061	0.99351441853273	BLTP2
ENSG00000007237.19	2.07125160360895	0.228102673062792	0.858084988947807	0.639557552956064	0.705096678892484	GAS7
ENSG00000007255.10	303.213111270896	2.65620670821666	0.129119907680582	5.97937417514059e-95	9.21286071177869e-94	TRAPPC6A
ENSG00000007312.14	3.47295883688653	-0.0128208148985745	1.01707757070364	0.62610601639375	0.69369409691787	CD79B
ENSG00000007341.19	558.621080229095	-0.841506690262002	0.0939543100216008	2.28156271754942e-19	8.93543212248056e-19	ST7L
ENSG00000007350.17	7.9791498665135	5.7920803706643	1.44875344029035	2.98068850204809e-06	6.77757474669745e-06	TKTL1
ENSG00000007376.8	1525.78114429457	-0.682784108712972	0.0742626251623963	2.85860361959608e-20	1.14946435560635e-19	RPUSD1
ENSG00000007384.15	820.351348249779	1.65303102025494	0.0962726786603691	1.35050010355474e-66	1.38283173362632e-65	RHBDF1
ENSG00000007392.17	1512.576082688	-1.27483803601051	0.0796534721786571	5.12989520750137e-58	4.54387870739327e-57	LUC7L
ENSG00000007516.14	12.836201479033	2.12723496752931	0.582597584033669	4.67626247028207e-05	9.79548025849254e-05	BAIAP3
ENSG00000007520.4	1811.33365234761	-0.202385844284712	0.0749212023511299	0.00672940605217293	0.011512733774079	TSR3
ENSG00000007541.17	755.710165108447	-1.62521825217848	0.099099348868988	5.513651548523e-61	5.12778625382906e-60	PIGQ
ENSG00000007545.16	1272.79058584699	-0.175350177865119	0.0668442935540206	0.00854280884446371	0.0144324727863286	CRAMP1
ENSG00000007866.22	1144.76392800739	1.56696409983212	0.0808365565689687	3.24043149258376e-84	4.29116266052884e-83	TEAD3
ENSG00000007923.17	4840.44988473797	-0.424160483361654	0.0576311255085493	1.65706552595505e-13	5.32903075049068e-13	DNAJC11
ENSG00000007944.15	113.8832812364	0.585943913147417	0.178453249717808	0.000841847538674558	0.00158705067243612	MYLIP
ENSG00000007968.7	316.65339304911	-2.62610958463448	0.157352592044918	3.09402509007825e-63	2.9774747381681e-62	E2F2
ENSG00000008018.9	10355.1341922784	0.115744826295304	0.0562188510021804	0.0394913802005724	0.0603356028076151	PSMB1
ENSG00000008056.14	17.7640791164717	1.53751063147374	0.461200048286498	0.000257353039665152	0.000508636749093662	SYN1
ENSG00000008083.14	1938.31456043069	0.355781783593701	0.0947093423101821	0.000161635973610417	0.00032507345470663	JARID2
ENSG00000008086.13	219.598895171249	-1.13166535201534	0.155463409306044	1.76881868141653e-13	5.6819860075885e-13	CDKL5
ENSG00000008118.10	6.57327277024099	4.01060003508002	1.11729114093172	5.19881919350141e-05	0.000108540524640201	CAMK1G
ENSG00000008128.23	1430.11679927247	0.359881958618425	0.0598646268849705	1.67139061454739e-09	4.55853875909522e-09	CDK11A
ENSG00000008130.15	3352.01062457789	-0.00983033970503287	0.0481507185430936	0.837318486815713	0.873110199911462	NADK
ENSG00000008226.20	3.60832330656488	3.01640313504383	1.58082401777311	0.00548345406365124	0.00948691439320357	DLEC1
ENSG00000008256.16	1775.28934611761	0.146064385047745	0.0701231890126115	0.0371493656754201	0.0570105577305538	CYTH3
ENSG00000008282.10	9653.91006781996	-0.446392205411855	0.0490570419097387	8.13520945479612e-20	3.23230829125043e-19	SYPL1
ENSG00000008283.16	2624.50367248187	-0.591700970652624	0.07243003946997	2.59672233053548e-16	9.19603319020602e-16	CYB561
ENSG00000008294.22	8683.31103737004	1.57670850809377	0.0697927165194773	6.94346983005066e-112	1.34206930476835e-110	SPAG9
ENSG00000008300.17	1101.40518698358	1.31134471884344	0.105963156780702	1.50032527830785e-35	8.69453620710631e-35	CELSR3
ENSG00000008311.16	890.54356060622	-0.436630167814202	0.0977383362747087	7.04557463475911e-06	1.5664419533041e-05	AASS
ENSG00000008323.16	15.5478343948143	3.2413661975621	0.648948530354991	9.09019947858495e-08	2.25403996460468e-07	PLEKHG6
ENSG00000008324.12	1199.05412473097	-0.942764844013676	0.099777520283357	2.06990990328475e-21	8.60353656908855e-21	SS18L2
ENSG00000008382.16	222.812078368777	0.353958785121762	0.12585471166745	0.00453584707503988	0.00793511191813517	MPND
ENSG00000008394.13	20750.476598816	0.18122489326413	0.040693227285808	8.33453225891595e-06	1.84398988925709e-05	MGST1
ENSG00000008405.12	1114.21519913959	0.850663628890255	0.0674018310916754	8.99614482497757e-37	5.3358956678001e-36	CRY1
ENSG00000008441.19	3235.3453562663	-0.235456177877615	0.0811255691612095	0.00348245203334748	0.00615869554036401	NFIX
ENSG00000008513.16	5261.39842319344	2.78868907625399	0.0886642987302208	5.21177878176673e-218	3.04279454788443e-216	ST3GAL1
ENSG00000008516.18	38.6505603057142	0.415937871988282	0.332589136136435	0.185854228267128	0.245061273698023	MMP25
ENSG00000008517.19	662.77643303516	-0.0805982295152419	0.0777691143213275	0.297662806430801	0.370849744739148	IL32
ENSG00000008710.20	2783.46821156661	0.0129435170428909	0.0895238808450089	0.886207701803166	0.911156846310971	PKD1
ENSG00000008735.14	13.4676024008894	3.23740904838396	0.739284545371125	1.60221365142265e-06	3.7085073621545e-06	MAPK8IP2
ENSG00000008838.21	7517.19438090372	0.189539150972123	0.0685312676199545	0.00564845443724472	0.00975009870975639	MED24
ENSG00000008853.18	3894.98326144012	-0.31668128355544	0.0707247110791383	6.61622792348616e-06	1.47387103845311e-05	RHOBTB2
ENSG00000008869.12	1939.68450457926	1.10456348671412	0.0750252193451307	2.68599176028742e-49	2.05530858719298e-48	HEATR5B
ENSG00000008952.17	6650.32369068085	0.0998995530341358	0.0583847523869719	0.0934746884162385	0.132532379112323	SEC62
ENSG00000008988.11	46526.6341272728	-0.133594667467726	0.110303716336347	0.22488186370443	0.290071676412297	RPS20
ENSG00000009307.17	40317.022961405	0.980551258338425	0.0598103436601844	1.8227458344866e-60	1.68414892786921e-59	CSDE1
ENSG00000009335.18	10869.0772344916	-0.153721931210792	0.053498000354181	0.00543879479537229	0.00941395233577472	UBE3C
ENSG00000009413.16	1669.07539928635	-0.68834851793218	0.0782271326542876	1.07032658138374e-18	4.11584608699731e-18	REV3L
ENSG00000009694.14	173.364711757037	5.890752743429	0.296713065912168	6.1776460091865e-88	8.61267762520777e-87	TENM1
ENSG00000009724.18	4.87099328056437	-0.231949876748195	0.747897041654273	0.653280883354196	0.71700581254344	MASP2
ENSG00000009780.16	617.792016305892	-0.549062785637191	0.101901678553335	6.01585427492382e-08	1.50884667518271e-07	FAM76A
ENSG00000009830.13	1074.6938470023	-2.25498328350437	0.0890683590814866	4.19717765185858e-142	1.17103318982015e-140	POMT2
ENSG00000009844.16	4620.54434932756	-0.112559007932089	0.0558754384442194	0.0497471402185479	0.0747474231891129	VTA1
ENSG00000009950.16	1.25021628765916	-1.2038511001032	1.73334619749543	0.0601986122278337	0.0889795432675777	MLXIPL
ENSG00000009954.11	6433.31600525565	-0.649624853334542	0.074142972862047	3.42918430404996e-18	1.29605932316989e-17	BAZ1B
ENSG00000010017.13	2563.42722996845	0.413502903228104	0.0671582307651227	6.85720482298438e-10	1.90174598528267e-09	RANBP9
ENSG00000010030.14	25.4316497518878	-0.421860300920846	0.345248329329137	0.193245272576637	0.253790168593535	ETV7
ENSG00000010072.16	2106.26732314212	-1.45922266128441	0.0718007479502016	2.66399625549385e-92	3.95179744993604e-91	SPRTN
ENSG00000010165.20	3010.68859731468	-0.791589263313349	0.0885053756958931	2.9916998309472e-19	1.16703014188667e-18	METTL13
ENSG00000010219.14	712.636003961427	-1.41763865007867	0.10573637082009	2.11242777188223e-41	1.3885773408746e-40	DYRK4
ENSG00000010244.19	12504.4008998942	-0.553714567413111	0.0478887684272603	6.08420579592727e-31	3.17213952780772e-30	ZNF207
ENSG00000010256.11	11860.5050603045	-0.204076395481482	0.0572698278771736	0.000356599482673243	0.000694931427062984	UQCRC1
ENSG00000010270.14	2321.66678255582	-0.569668368729787	0.0805209177763885	1.37335351851751e-12	4.26212513788621e-12	STARD3NL
ENSG00000010278.15	6575.19070902381	0.390309961736577	0.0460333815142256	2.10992127706587e-17	7.76509838331598e-17	CD9
ENSG00000010292.13	10115.3338705056	-1.25915635145671	0.089340033733444	1.7399060474298e-45	1.24378364001191e-44	NCAPD2
ENSG00000010295.20	5.90480124945716	-1.9677007639755	0.92646273937987	0.00743432108737799	0.0126510464720097	IFFO1
ENSG00000010310.9	6.35596503388399	5.04534561627081	1.45622332336748	3.27874446215219e-05	6.94817257440872e-05	GIPR
ENSG00000010318.22	233.54194177517	0.635073163229027	0.130950010822164	9.89793227701667e-07	2.31409432245113e-06	PHF7
ENSG00000010319.7	2.73755141158296	-0.278766199497912	0.797888931541085	0.588898923070354	0.660549955397556	SEMA3G
ENSG00000010322.16	2044.02514528189	0.104568944965475	0.072158502024866	0.146666018356261	0.198577080177003	NISCH
ENSG00000010361.14	77.7001246415025	-4.24697685897825	0.37079025460686	7.0137704733769e-31	3.65427256758116e-30	FUZ
ENSG00000010379.16	3.816869523957	6.03817804582328	2.64477222818859	6.42497618548233e-05	0.000133294632455001	SLC6A13
ENSG00000010404.18	2033.98308301846	-0.341363094809009	0.0609277337834867	1.97203810011751e-08	5.07903802356189e-08	IDS
ENSG00000010438.17	13.0559080962693	-1.76554276915869	0.575911926383864	0.000545982646765097	0.00104719296433427	PRSS3
ENSG00000010539.12	763.841058651476	-0.280079085099333	0.0803724883043214	0.000470240198906334	0.000907591158099919	ZNF200
ENSG00000010626.15	144.753011164599	0.559695267420786	0.169489122316795	0.000799790818468876	0.00151127791648612	LRRC23
ENSG00000010704.19	505.492354852177	-2.37422489895413	0.123375355492291	3.19665089202867e-83	4.17236427637145e-82	HFE
